LEI,Legal Name,Parent LEI,Parent Name,Legal Address,Legal City,Legal Postal Code,HQ Address,HQ City,HQ Postal Code,Registration ID,Registered As,Category,Legal Jurisdiction,Entity Status,Registration Date
21380044RYJGRVD58H60,THE DALSWINTON ENDOWMENT TRUST,N/A,N/A,"['EDINBURGH QUAY', '133 FOUNTAINBRIDGE']",GB,EH3 9BA,"['EDINBURGH QUAY', '133 FOUNTAINBRIDGE']",GB,EH3 9BA,RA999999,,GENERAL,GB,ACTIVE,2019-01-08T00:00:00Z
21380044QEM7ZNZFPX46,EMVI SA,N/A,N/A,"['CALLE NANCLARES DE OCA, NUM 1, PORTAL B']",ES,28022,"['CALLE NANCLARES DE OCA, NUM 1, PORTAL B']",ES,28022,RA000535,A28315984,GENERAL,ES,ACTIVE,2018-02-26T00:00:00Z
21380044QS2F1X9ZTQ60,DAVID HARDY DECEASED,N/A,N/A,"['SAMUEL PHILLIPS LAW FIRM', 'GIBB CHAMBERS, 52-54 WESTGATE ROAD']",GB,NE1 5XU,"['SAMUEL PHILLIPS LAW FIRM', 'GIBB CHAMBERS, 52-54 WESTGATE ROAD']",GB,NE1 5XU,RA999999,,GENERAL,GB,ACTIVE,2017-11-17T00:00:00Z
21380044R474TCVVXQ03,"MRS E H M TARLING ""S"" TRUST",N/A,N/A,"['C/O ADAMS & REMERS LLP', 'TRINITY HOUSE SCHOOL HILL']",GB,GU21 4YB,"['C/O ADAMS & REMERS LLP', 'TRINITY HOUSE SCHOOL HILL']",GB,GU21 4YB,RA999999,,GENERAL,GB,ACTIVE,2017-12-27T00:00:00Z
21380044R7GIKV8UG376,CHINA SEAS BASKET LIMITED,N/A,N/A,"['1 ROYAL PLAZA', 'ROYAL AVENUE']",GG,GY1 2HL,"['1 ROYAL PLAZA', 'ROYAL AVENUE']",GG,GY1 2HL,RA000383,51929,GENERAL,GG,ACTIVE,2015-11-19T00:00:00Z
21380044RYZIPZKZ2Y91,WORLDWIDE BUSINESS SERVICES LTD (J BINGHAM) FURBS,N/A,N/A,"['CUTHBERT HOUSE', 'TOWER ROAD', 'GOLVER 11']",GB,NE37 2SH,"['HIGHFIELD HOUSE', '65 THE COMMON']",GB,DE55 2EN,RA999999,,GENERAL,GB,ACTIVE,2020-09-22T00:00:00Z
21380044R18V2A5L8U32,JOHN WHARTON WILL TRUST,N/A,N/A,['COLLEGE GREEN MANOR'],GB,BA4 6SA,['COLLEGE GREEN MANOR'],GB,BA4 6SA,RA999999,,GENERAL,GB,ACTIVE,2017-09-08T00:00:00Z
21380044RPS15LKCAH89,ORIENTAL STRAITS FUND III,N/A,N/A,"['C/O INTERTRUST CORPORATE SERVICES (CAYMAN) LIMITED', 'ONE NEXUS WAY']",KY,KY1-9005,"['C/O INTERTRUST CORPORATE SERVICES (CAYMAN) LIMITED', 'ONE NEXUS WAY']",KY,KY1-9005,RA000086,OG-272875,GENERAL,KY,ACTIVE,2022-07-07T00:00:00Z
21380044SVAN51WZUU04,DAVID HOWARD BROWN GRANDCHILDREN SETTLEMENT 2011,N/A,N/A,"['NEVILLE HOUSE', 'BROOKHOUSE']",GB,LA2 9PN,"['NEVILLE HOUSE', 'BROOKHOUSE']",GB,LA2 9PN,RA999999,,GENERAL,GB,ACTIVE,2018-01-05T00:00:00Z
21380044T556R1KDF510,THE MAURICE HATTER FOUNDATION,N/A,N/A,"['ONSLOW HOUSE', 'ONSLOW STREET']",GB,GU1 4TL,"['ONSLOW HOUSE', 'ONSLOW STREET']",GB,GU1 4TL,RA000589,1187823,GENERAL,GB,ACTIVE,2018-02-22T00:00:00Z
21380044T4G9CPINPF25,THE WILLIAM AND ELIZABETH HARRIS CHARITABLE TRUST,N/A,N/A,"['C/O STEELE ROBERTSON GODDARD', '28 ELY PLACE']",GB,EC1N 6AA,"['C/O STEELE ROBERTSON GODDARD', '28 ELY PLACE']",GB,EC1N 6AA,RA000589,802604,GENERAL,GB,ACTIVE,2017-11-16T00:00:00Z
21380044SQYH87MVJH89,NARRATUS CAPITAL IC SICAV P.L.C.,N/A,N/A,"['85 ST JOHN STREET, ROOM 1', 'LEVEL 5']",MT,VLT1165,"['85 ST JOHN STREET, ROOM 1', 'LEVEL 5']",MT,VLT1165,RA000443,SV 475,GENERAL,MT,INACTIVE,2018-03-07T00:00:00Z
21380044T1HFS76KHL55,"JWP GOLDEN FUND IV, FUNDO DE CAPITAL DE RISCO FECHADO",N/A,N/A,"['AVENIDA D. JOÃO II 50-6, EDIFÍCIO MAR VERMELHO', 'PARQUE DAS NAÇÕES']",PT,1990-095,"['C/O BYRON CAPITAL PARTNERS LTD', '13 PRODROMOU AVENUE, SECOND FLOOR', 'OFFICE 201, STROVOLOS']",CY,2064,RA000488,1975,FUND,PT,ACTIVE,2023-11-16T00:00:00Z
21380044S1PZWTOVHL95,VAN DER LYNCH SUPPLY CHAIN LIMITED,N/A,N/A,"['TRIDENT PARK, NOTABILE GARDENS, NO. 2 LEVEL 3 MDINA ROAD, ZONE 2 CENTRAL BUSINESS DISTRICT']",MT,CBD 2010,"['TRIDENT PARK, NOTABILE GARDENS, NO. 2 LEVEL 3 MDINA ROAD, ZONE 2 CENTRAL BUSINESS DISTRICT']",MT,CBD 2010,RA000443,C106693,GENERAL,MT,ACTIVE,2024-08-14T00:00:00Z
21380044TQJA8D63Q828,DARGAN ESTATES LIMITED,N/A,N/A,['46 GREENGRAVES ROAD'],GB,BT16 1UZ,['46 GREENGRAVES ROAD'],GB,BT16 1UZ,RA000585,NI018601,GENERAL,GB,INACTIVE,2017-12-18T00:00:00Z
21380044V84OZXB79F42,FREN GLOBAL LIMITED,N/A,N/A,"['15/F EFFECTUAL BUILDING', '16 HENNESSY ROAD']",HK,,"['15/F EFFECTUAL BUILDING', '16 HENNESSY ROAD']",HK,,RA000388,2710587,GENERAL,HK,INACTIVE,2018-11-21T00:00:00Z
21380044V7NMV5WGP427,ΕΛΛΗΝΙΚΗ ΒΙΟΜΗΧΑΝΙΑ ΜΑΡΜΑΡΩΝ ΤΕΧΝΙΚΗ & ΤΟΥΡΙΣΤΙΚΗ ΕΤΑΙΡΕΙΑ ΙΚΤΙΝΟΣ ΕΛΛΑΣ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ,N/A,N/A,['LYKOVRISIS 7'],GR,14452,['LYKOVRISIS 7'],GR,14452,RA000685,000949301000,GENERAL,GR,ACTIVE,2017-10-16T00:00:00Z
21380044UHMK3CJ55U06,BANCO NACIONAL DE CREDITO C.A BANCO UNIVERSAL,N/A,N/A,"['CENTRO EMPRESARIAL CARACAS, TORRE SUR,URB. SAN BERNARDINO']",VE,1010,"['CENTRO EMPRESARIAL CARACAS, TORRE SUR,URB. SAN BERNARDINO']",VE,1010,RA888888,J309841327,GENERAL,VE,ACTIVE,2018-06-13T00:00:00Z
21380044VFWJ8HPR8H21,MONTFORT INTERNATIONAL LIMITED,N/A,N/A,"['HOME FARM', 'SHERE ROAD, ALBURY']",GB,GU5 9BL,"['HOME FARM', 'SHERE ROAD, ALBURY']",GB,GU5 9BL,RA000592,181199,GENERAL,GB,ACTIVE,2018-01-03T00:00:00Z
21380044VFPI4D134191,LADY STUTTAFORD GC TRUST,N/A,N/A,"['C/O RATHBONE INVESTMENT MANAGEMENT LIMITED', 'PORT OF LIVERPOOL BUILDING, PIER HEAD']",GB,L3 1NW,"['C/O RATHBONE INVESTMENT MANAGEMENT LIMITED', 'PORT OF LIVERPOOL BUILDING, PIER HEAD']",GB,L3 1NW,RA999999,,GENERAL,GB,ACTIVE,2017-10-10T00:00:00Z
21380044TTE5HFAXCP50,JOHN & ELSIE ORR 2001 SETTLEMENT 02/03/2001,N/A,N/A,['TWO COLTON SQUARE'],GB,LE1 1QH,['TWO COLTON SQUARE'],GB,LE1 1QH,RA999999,,GENERAL,GB,ACTIVE,2018-02-07T00:00:00Z
21380044U6AQLO6OWK48,E BINKS 1962 DISCRETIONARY SETTLEMENT,N/A,N/A,"['HIGH FIELDS', '20 HALL DRIVE', 'BRAMHOPE']",GB,LS16 9JE,"['HIGH FIELDS', '20 HALL DRIVE', 'BRAMHOPE']",GB,LS16 9JE,RA999999,,GENERAL,GB,ACTIVE,2017-11-20T00:00:00Z
21380044VID73MOE4E40,HULTQVIST ALFA AB (PUBL),N/A,N/A,['KUNGSVAGEN 31'],SE,783 35,['KUNGSVAGEN 31'],SE,783 35,RA000544,559122-6146,GENERAL,SE,ACTIVE,2017-12-14T00:00:00Z
21380044W1EONPKUE782,JCF FINANCIAL SERVICES LTD,N/A,N/A,"['THE STADDLESTONE GRANARY', 'SOUTH WINCHESTER GOLF CLUB', 'Romsey Road']",GB,SO22 5QX,"['THE STADDLESTONE GRANARY', 'SOUTH WINCHESTER GOLF CLUB', 'Romsey Road']",GB,SO22 5QX,RA000592,438904,GENERAL,GB,ACTIVE,2018-02-13T00:00:00Z
21380044VWSXTY1JTS77,THE LEIGH EDUCATIONAL FOUNDATION,N/A,N/A,"['3 BARDORD WODS', 'BARFORD ROAD']",GB,CV34 6SZ,"['3 BARDORD WODS', 'BARFORD ROAD']",GB,CV34 6SZ,RA000589,701462,GENERAL,GB,ACTIVE,2017-12-26T00:00:00Z
21380044W4PMTWUKT789,FAB HOUSE BUILDING MATERIALS TRADING LLC,N/A,N/A,"['OFFICE 129', 'SKY BUSINESS CENTER, FESTIVAL CITY', 'AL BADIA']",AE,261699,"['OFFICE 129', 'SKY BUSINESS CENTER, FESTIVAL CITY', 'AL BADIA']",AE,261699,RA000573,79996,GENERAL,AE,ACTIVE,2017-12-14T00:00:00Z
21380044VPLWUPUGNP69,KESERAY LTD,N/A,N/A,"['WREN HOUSE', 'WICKEN ROAD', 'Clavering']",GB,CB11 4QT,"['WREN HOUSE', 'WICKEN ROAD', 'Clavering']",GB,CB11 4QT,RA000585,06729772,GENERAL,GB,ACTIVE,2024-06-19T00:00:00Z
21380044TB1E4HO4MC26,THE AMBER TRUST,N/A,N/A,"['C/O ZEDRA TRUST COMPANY (ISLE OF MAN) LIMITED', ""2ND FLOOR, ST GEORGE'S COURT, UPPER CHURCH STREET""]",IM,IM1 1EE,"['C/O ZEDRA TRUST COMPANY (ISLE OF MAN) LIMITED', ""2ND FLOOR, ST GEORGE'S COURT, UPPER CHURCH STREET""]",IM,IM1 1EE,RA999999,,GENERAL,IM,ACTIVE,2017-11-22T00:00:00Z
21380044VJ2O4RKES735,INVENTA CPM S.R.L.,HKUPACFHSSASQK8HLS17,OMNICOM GROUP INC.,['VIA TORTONA 15'],IT,20144,['VIA TORTONA 15'],IT,20144,RA000776,11780320153,GENERAL,IT,ACTIVE,2016-07-01T00:00:00Z
21380044X4ZKIQWZTS74,TATTON INVESTMENT MANAGEMENT LIMITED,N/A,N/A,"['Paradigm House', 'Brooke Court']",GB,SK9 3ND,"['Paradigm House', 'Brooke Court']",GB,SK9 3ND,RA000585,08219008,GENERAL,GB,ACTIVE,2017-08-10T00:00:00Z
21380044Y65BSO7SPD58,DIOCESE OF ELPHIN GENERAL TRUST FUND,N/A,N/A,"['ST.MARYS, TEMPLE STREET']",IE,F91K TX2,"['ST.MARYS, TEMPLE STREET']",IE,F91K TX2,RA999999,,GENERAL,IE,ACTIVE,2018-10-26T00:00:00Z
21380044XBGY1AMV4G78,HOLGER PREETZMANN,N/A,N/A,"['AUNSBJERGVEJ 2', 'AUNSBJERG']",DK,8620,"['AUNSBJERGVEJ 2', 'AUNSBJERG']",DK,8620,RA000170,13725632,SOLE_PROPRIETOR,DK,ACTIVE,2014-02-17T00:00:00Z
21380044XQE83G138381,GRESHAM FINANCIAL PLANNING LLP,N/A,N/A,"['840 SALISBURY HOUSE', 'LONDON WALL']",GB,EC2M 5QQ,"['840 SALISBURY HOUSE', 'LONDON WALL']",GB,EC2M 5QQ,RA000585,OC331755,GENERAL,GB,INACTIVE,2018-02-12T00:00:00Z
21380044XHJATGTF7823,NORVIDA HOLDING AB,N/A,N/A,['PO BOX 92020'],SE,120 06,['PO BOX 92020'],SE,120 06,RA000544,556706-2632,GENERAL,SE,ACTIVE,2024-04-15T00:00:00Z
21380044XKZHOW1UB484,TWISMO FINANCIAL PLANNING LTD,N/A,N/A,"['FERN COTTAGE', 'SCORBOROUGH']",GB,YO25 9AZ,"['FERN COTTAGE', 'SCORBOROUGH']",GB,YO25 9AZ,RA000592,464138,GENERAL,GB,ACTIVE,2017-10-04T00:00:00Z
21380044XDI8215X3234,YORK MEDICAL SOCIETY,N/A,N/A,['23 STONEGATE'],GB,YO1 8AW,['23 STONEGATE'],GB,YO1 8AW,RA000589,1133605,GENERAL,GB,ACTIVE,2018-04-27T00:00:00Z
21380044XI9B3FC82X69,TRADITIONAL LIMITED,N/A,N/A,"['12 12 RACECOURSE ROAD', 'EAST AYTON']",GB,YO13 9HP,"['12 12 RACECOURSE ROAD', 'EAST AYTON']",GB,YO13 9HP,RA000585,04554291,GENERAL,GB,ACTIVE,2017-10-27T00:00:00Z
21380044XMZ7BOKAKP56,ABBOTT PROPERTIES LIMITED,N/A,N/A,"['4 KNOCKHOUSE HILL', 'CROSSFORD']",GB,KY12 8PT,"['4 KNOCKHOUSE HILL', 'CROSSFORD']",GB,KY12 8PT,RA000587,SC293074,GENERAL,GB,ACTIVE,2018-04-05T00:00:00Z
21380044YLFC1CNF4S36,THE PENSIONS PARTNERSHIP LTD,N/A,N/A,"['INVESTMENT HOUSE', 'BOLTON ROAD']",GB,BL2 3EU,['33 PARK SQUARE WEST'],GB,LS1 2PF,RA000585,10086423,GENERAL,GB,ACTIVE,2018-03-09T00:00:00Z
21380044YRP58LE3PF33,ROYAL MEDICAL BENEVOLENT FUND,N/A,N/A,"[""24 King's Road""]",GB,SW19 8QN,"[""24 King's Road""]",GB,SW19 8QN,RA000589,207275,GENERAL,GB,ACTIVE,2014-02-04T00:00:00Z
21380044YPC4KLW27E65,LEGACY FUND FOR HANNAH MICHELLE GARDINER,N/A,N/A,"['ROWAN, YORK ROAD', 'WEST HAGBOURNE']",GB,OX11 0NG,"['ROWAN, YORK ROAD', 'WEST HAGBOURNE']",GB,OX11 0NG,RA999999,,GENERAL,GB,ACTIVE,2017-10-26T00:00:00Z
21380044YJ4M5SBM3U02,SKIVE FRAGT A/S,N/A,N/A,['ENGVEJ 8'],DK,7800,['ENGVEJ 8'],DK,7800,RA000170,27928188,GENERAL,DK,ACTIVE,2014-02-10T00:00:00Z
21380044XI7C6G8GP848,VECTOR REINSURANCE LTD,213800W2ULJNSX73KO92,NEW OCEAN FOCUS CAT FUND LTD,"['C/O OCORIAN SERVICES BERMUDA LIMITED (FORMERLY ESTERA SERVICES (BERMUDA) LIMITED', 'VICTORIA PLACE, 5TH FLOOR, 31 VICTORIA STREET']",BM,HM 10,['ONE BERMUDIANA ROAD'],BM,HM 08,RA000028,47653,GENERAL,BM,ACTIVE,2015-01-14T00:00:00Z
21380044YQS12MW9NC84,THE CAMBRIDGE COGNITION HOLDINGS PLC EMPLOYEE BENEFIT TRUST,N/A,N/A,"['2ND FLOOR, LIME GROVE HOUSE, GREEN STREET']",JE,JE4 0ZE,"['2ND FLOOR, LIME GROVE HOUSE, GREEN STREET']",JE,JE4 0ZE,RA999999,,GENERAL,JE,ACTIVE,2017-12-28T00:00:00Z
21380044YTGA6LV8HK77,AMUNDI ACCUMULAZIONE DIGITAL & CYBER SECURITY 2027,N/A,N/A,"['VIA CERNAIA, 8/10']",IT,20121,"['C/O AMUNDI SGR S.P.A', 'VIA CERNAIA, 8/10']",IT,20121,RA000408,5557635,FUND,IT,NULL,2022-05-09T00:00:00Z
21380044YYMQZY5ZA669,THE W A VON PREUSSEN DISCRETIONARY SETTLEMENT,N/A,N/A,"['C/O SMITH & WILLIAMSON TRUST CORPORATION LIMITED', '25 MOORGATE']",GB,EC2R 6AY,"['C/O SMITH & WILLIAMSON TRUST CORPORATION LIMITED', '25 MOORGATE']",GB,EC2R 6AY,RA999999,,GENERAL,GB,ACTIVE,2017-12-08T00:00:00Z
21380044YRTLJB7Z3Z56,SOLENTIS INVESTMENT SOLUTIONS 003 PC,N/A,N/A,['13 CASTLE STREET'],JE,JE4 5UT,['13 CASTLE STREET'],JE,JE4 5UT,RA000414,108026,GENERAL,JE,INACTIVE,2014-02-01T00:00:00Z
21380044Z4WGRZ4BYM88,LITTLE KELK FARM DISCRETIONARY TRUST,N/A,N/A,"['WELL CLOSE FARM', 'LOWTHORPE LODGE']",GB,YO25 4AS,"['WELL CLOSE FARM', 'LOWTHORPE LODGE']",GB,YO25 4AS,RA999999,,GENERAL,GB,ACTIVE,2020-04-27T00:00:00Z
21380044ZIGSOB3X3U51,DAIMARO LIMITED,N/A,N/A,"['Tenarou 4', 'Agios Dometios']",CY,2360,"['Tenarou 4', 'Agios Dometios']",CY,2360,RA000161,ΗΕ 270449,GENERAL,CY,ACTIVE,2017-12-14T00:00:00Z
21380044YZ845BMU7U67,ATHENAEUM ENDOWMENT FUND,N/A,N/A,"['C/O THE ATHENAEUM', 'CHURCH ALLEY']",GB,L1 3DD,"['C/O THE ATHENAEUM', 'CHURCH ALLEY']",GB,L1 3DD,RA999999,,GENERAL,GB,ACTIVE,2018-01-15T00:00:00Z
2138004515UHEPEHOQ51,FRANK PETHYBRIDGE DECEASED WILL TRUST,N/A,N/A,"['PETER PETER & WRIGHT', '6-8 FORE STREET']",GB,EX22 6ED,"['PETER PETER & WRIGHT', '6-8 FORE STREET']",GB,EX22 6ED,RA999999,,GENERAL,GB,ACTIVE,2017-11-18T00:00:00Z
21380044Z1FU6SIA5X96,EDALCO S.A.M.,N/A,N/A,"['57 RUE GRIMALDI', 'LE PANORAMA - BLOC A/B - N° 2', '8EME ETAGE']",MC,,"['57, RUE GRIMALDI', 'LE PANORAMA - BLOC A/B - N° 2', '8EME ETAGE']",MC,,RA000452,05S04311,GENERAL,MC,ACTIVE,2017-07-03T00:00:00Z
21380044Z5UR1EAR8H64,THE L D BAKER 1996 SETTLEMENT,N/A,N/A,['16 SHELDON AVENUE'],GB,N6 4JT,"['CLARMAR HOUSE', 'LINNELL DRIVE']",GB,NW11 7LP,RA999999,,GENERAL,GB,ACTIVE,2017-10-12T00:00:00Z
21380044ZAAVRDPOQX07,ΓΕΩΑΠΕΙΚΟΝΙΣΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΜΕΛΕΤΩΝ ΚΑΙ ΓΕΩΠΛΗΡΟΦΟΡΙΚΗΣ,N/A,N/A,['68 FTHIOTIDOS STR'],GR,11522,['68 FTHIOTIDOS STR'],GR,11522,RA000685,121945701000,GENERAL,GR,ACTIVE,2017-12-29T00:00:00Z
213800451D82CZUR3A54,TRENT HOUSE (IPSWICH) LIMITED,N/A,N/A,"['HANDEL HOUSE ROSELAWN FIELDS', 'BROOMFIELD']",GB,CM1 7GB,"['HANDEL HOUSE ROSELAWN FIELDS', 'BROOMFIELD']",GB,CM1 7GB,RA000585,03591960,GENERAL,GB,ACTIVE,2017-07-10T00:00:00Z
2138004517EE5SVKPW98,THE RHODA ISITT WILL TRUST,N/A,N/A,['3 COWLEAZE'],GB,NP26 3LE,['3 COWLEAZE'],GB,NP26 3LE,RA999999,,GENERAL,GB,ACTIVE,2024-05-14T00:00:00Z
21380045293NUL77D806,THE JILL NEWMAN PRIVATE PENSION SCHEME,N/A,N/A,"['SUITE B', 'ST PETER PORT HOUSE', 'SAUSMAREZ STREET']",GG,GY1 2PU,"['SUITE B', 'ST PETER PORT HOUSE', 'SAUSMAREZ STREET']",GG,GY1 2PU,RA999999,,GENERAL,GG,ACTIVE,2018-01-04T00:00:00Z
2138004522HCI3R1BC18,VOUTOURIS AUTO - CARS TRADING LIMITED,N/A,N/A,"['ANDREA KESTA 23A', 'TSERI']",CY,2480,"['ANDREA KESTA 23A', 'TSERI']",CY,2480,RA000161,ΗΕ 149275,GENERAL,CY,ACTIVE,2022-02-10T00:00:00Z
213800451E3B54PYGT48,OPHIOPHAGUS STIFTUNG,N/A,N/A,"['C/O WALL TRUST REG.', 'ZOLLSTRASSE 16']",LI,9494,"['C/O WALL TRUST REG.', 'ZOLLSTRASSE 16']",LI,9494,RA000428,FL-0002.641.929-5,GENERAL,LI,ACTIVE,2024-12-17T00:00:00Z
21380045423TCLX86S56,FAMILY ACTION,N/A,N/A,['34 WHARF ROAD'],GB,N1 7GR,['34 WHARF ROAD'],GB,N1 7GR,RA000589,264713,GENERAL,GB,ACTIVE,2019-12-20T00:00:00Z
213800453HU8TFXZSQ34,ALEXANDER BEARD INVESTMENT MANAGEMENT LIMITED,N/A,N/A,"['UNIT 14/16 ROSSMORE BUSINESS VILLAGE', 'INWARD WAY']",GB,CH65 3EY,"['UNIT 14/16 ROSSMORE BUSINESS VILLAGE', 'INWARD WAY']",GB,CH65 3EY,RA000592,225566,GENERAL,GB,ACTIVE,2017-11-10T00:00:00Z
2138004536Z853S9KL57,MRS F M E WALKER'S MAINTENANCE TRUST,N/A,N/A,['1 GEORGE SQUARE'],GB,G2 1AL,['1 GEORGE SQUARE'],GB,G2 1AL,RA999999,,GENERAL,GB,ACTIVE,2017-12-11T00:00:00Z
213800454C7PEFTGWB72,FORDALE LIMITED,N/A,N/A,"['NEW BURLINGTON HOUSE', '1075 FINCHLEY ROAD']",GB,NW11 0PU,"['HATTON HOUSE', '8 TIMBERWHARF ROAD']",GB,N16 6DB,RA000585,07785406,GENERAL,GB,ACTIVE,2021-03-12T00:00:00Z
213800454QTFDRH7LF56,CREWFLEET LIMITED,N/A,N/A,['8 CANADA SQUARE'],GB,E14 5HQ,['8 CANADA SQUARE'],GB,E14 5HQ,RA000585,01813966,GENERAL,GB,INACTIVE,2014-02-12T00:00:00Z
213800452JBMG714QQ67,AXA WORLD FUNDS - GLOBAL INFLATION BONDS,N/A,N/A,"['49, AVENUE J.F. KENNEDY']",LU,L-1855,"['25, ROUTE D’ESCH']",LU,L-1470,RA000434,B0063116,FUND,LU,NULL,2014-01-27T00:00:00Z
