LEI,Legal Name,Parent LEI,Parent Name,Legal Address,Legal City,Legal Postal Code,HQ Address,HQ City,HQ Postal Code,Registration ID,Registered As,Category,Legal Jurisdiction,Entity Status,Registration Date
2138004CIMVZDWZTBX16,SANDON IR TRUST,N/A,N/A,"['C/O DENTONS & CO TRUSTEES LTD', 'SUTTON HOUSE, WEYSIDE PARK', 'CATTESHALL LANE']",GB,GU7 1XE,"['C/O DENTONS & CO TRUSTEES LTD', 'SUTTON HOUSE, WEYSIDE PARK', 'CATTESHALL LANE']",GB,GU7 1XE,RA001124,20008337RR,GENERAL,GB,ACTIVE,2025-01-07T00:00:00Z
2138004CIT8HLGG33K94,CORPORACION ARGE XXI SL,N/A,N/A,"['PLAZA LOPEZ DE LA PLATA 4', 'LOCAL 3A - PRIMERA PLA']",ES,28043,"['PLAZA LOPEZ DE LA PLATA 4', 'LOCAL 3A - PRIMERA PLA']",ES,28043,RA000535,B86601275,GENERAL,ES,ACTIVE,2019-11-18T00:00:00Z
2138004CIH57NDV2NO48,SOUTH FARNHAM SCHOOL TRUST,N/A,N/A,['MENIN WAY'],GB,GU9 8DY,['MENIN WAY'],GB,GU9 8DY,RA000589,802541,GENERAL,GB,ACTIVE,2018-04-23T00:00:00Z
2138004CJ5RG97J7Z235,MRS V B BOURNE DECEASED - B JOHNSON'S SHARE,N/A,N/A,"['C/O RATHBONE INVESTMENT MANAGEMENT LIMITED', 'PORT OF LIVERPOOL BUILDING, PIER HEAD']",GB,L3 1NW,"['C/O RATHBONE INVESTMENT MANAGEMENT LIMITED', 'PORT OF LIVERPOOL BUILDING, PIER HEAD']",GB,L3 1NW,RA999999,,GENERAL,GB,ACTIVE,2017-10-13T00:00:00Z
2138004CILQE1TT72J11,LUBRIGAZ S.A.,N/A,N/A,['CARVOEIROS'],PT,2420-500,['CARVOEIROS'],PT,2420-500,RA000487,500169381,GENERAL,PT,ACTIVE,2019-06-27T00:00:00Z
2138004CKDGMNORFUL66,THE J G MCMEEKING TESTAMENTARY TRUST,N/A,N/A,"['THE WHIMBRELS', 'GOVERTON', 'BLEASBY']",GB,NG14 7FN,"['THE WHIMBRELS', 'GOVERTON', 'BLEASBY']",GB,NG14 7FN,RA999999,,GENERAL,GB,ACTIVE,2018-01-03T00:00:00Z
2138004CK4GX43NJCO48,3CR BIOSCIENCE LIMITED,N/A,N/A,"['Unit 10 West Point Business Park', 'West Road']",GB,CM20 2BU,"['Unit 10 West Point Business Park', 'West Road']",GB,CM20 2BU,RA000585,10984711,GENERAL,GB,ACTIVE,2020-07-27T00:00:00Z
2138004CJ7LMU88WII20,VEGISAN AG,N/A,N/A,['415 BRENDEN'],CH,9426,['415 BRENDEN'],CH,9426,RA000548,CHE-281.888.939,GENERAL,CH,ACTIVE,2020-11-06T00:00:00Z
2138004CKRP6J9VLCO69,THE TOWN RANGE TRUST,N/A,N/A,"['C/O FINSBURY TRUST COMPANY LIMITED', 'FINSBURY HOUSE, 32 LINE WALL ROAD']",GI,GX11 1AA,"['C/O FINSBURY TRUST COMPANY LIMITED', 'FINSBURY HOUSE, 32 LINE WALL ROAD']",GI,GX11 1AA,RA999999,,GENERAL,GI,ACTIVE,2018-01-30T00:00:00Z
2138004CJUMDSFEZN927,CKHOURI TRUST,N/A,N/A,"[""2ND FLOOR, ST GEORGE'S COURT"", 'UPPER CHURCH STREET']",IM,IM1 1EE,"[""2ND FLOOR, ST GEORGE'S COURT"", 'UPPER CHURCH STREET']",IM,IM1 1EE,RA999999,,GENERAL,KY,ACTIVE,2017-11-22T00:00:00Z
2138004CJSSJXM1IE751,ACHIRD ADVISORS LTD,N/A,N/A,"['Μπουμπουλίνας, 1-3', 'BOUBOULINA BUILDING', 'Διαμ/Γραφείο 42']",CY,1060,"['Μπουμπουλίνας, 1-3', 'BOUBOULINA BUILDING', 'Διαμ/Γραφείο 42']",CY,1060,RA000161,ΗΕ 432624,GENERAL,CY,ACTIVE,2022-09-14T00:00:00Z
2138004CKDRD6U839Z75,A/B ENGLODDEN,N/A,N/A,"['C/O REVI NORD A/S', 'ØSTERGADE 1, 1. TH']",DK,9320,"['C/O REVI NORD A/S', 'ØSTERGADE 1, 1. TH']",DK,9320,RA000170,31664349,GENERAL,DK,ACTIVE,2014-05-09T00:00:00Z
2138004CJFBOHT9RDQ98,EKMAN IBERICA SA,N/A,N/A,"[""P1 D'URQUINAONA, 17A""]",ES,08010,"[""P1 D'URQUINAONA, 17A""]",ES,08010,RA000533,B-77269-8,GENERAL,ES,ACTIVE,2023-12-07T00:00:00Z
2138004CJKDSPPDPAJ91,P A HODGES DISCRETIONARY WILL TRUST,N/A,N/A,"['YORK HOUSE', '6 COLDHARBOUR']",GB,DT9 4JW,"['YORK HOUSE', '6 COLDHARBOUR']",GB,DT9 4JW,RA999999,,GENERAL,GB,ACTIVE,2017-10-05T00:00:00Z
2138004CKGYDOWUAGG12,MRS JOYCE MILDRED BROWN DISCRETIONARY,N/A,N/A,"['TRINITY QUAY', 'AVON STREET']",GB,BS2 0PT,"['TRINITY QUAY', 'AVON STREET']",GB,BS2 0PT,RA999999,,GENERAL,GB,ACTIVE,2017-10-25T00:00:00Z
2138004CLA686RDTUI32,VALIDSERVE EXECUTIVE PENSION SCHEME,N/A,N/A,"['C/O WESTBRIDGE PENSION ADMINISTRATION LIMITED', '5A DOMINUS WAY', 'Meridian Business Park']",GB,LE19 1RP,"['C/O WESTBRIDGE PENSION ADMINISTRATION LIMITED', '5A DOMINUS WAY', 'Meridian Business Park']",GB,LE19 1RP,RA888888,00371682RE,GENERAL,GB,ACTIVE,2018-02-08T00:00:00Z
2138004CLG6NRMVGFY92,GRANDWIN ENTERPRISES LIMITED,N/A,N/A,"['C/O MORGAN AND MORGAN TRUST CORPORATION LIMITED', 'MORGAN AND MORGAN BUILDING PASEA ESTATE']",VG,VG1110,"['1902 BANK OF AMERICA TOWER', '12 HARCOURT ROAD']",HK,,RA000063,1406638,GENERAL,VG,ACTIVE,2017-12-05T00:00:00Z
2138004CLPS5T6AIHT33,R & J PENSION FUND,N/A,N/A,"['C/O AJ BELL TRUSTEES LIMITED', '4 EXCHANGE QUAY, SALFORD QUAYS']",GB,M5 3EE,"['C/O AJ BELL TRUSTEES LIMITED', '4 EXCHANGE QUAY, SALFORD QUAYS']",GB,M5 3EE,RA001124,00675692RD,GENERAL,GB,ACTIVE,2017-11-17T00:00:00Z
2138004CLNJ76WN2M361,EASTWOOD SECURITIES LIMITED,N/A,N/A,"['C/O MOORE STEPHENS INTERNATIONAL SERVICES (BVI) LIMITED', 'PALM GROVE HOUSE, P.O. BOX 3186', 'WICKHAMS CAY 1']",VG,VG1110,"['C/O MOORE STEPHENS INTERNATIONAL SERVICES (BVI) LIMITED', 'PALM GROVE HOUSE, P.O. BOX 3186', 'WICKHAMS CAY 1']",VG,VG1110,RA000063,634190,GENERAL,VG,ACTIVE,2017-10-31T00:00:00Z
2138004CLPSSWP8NU981,JANUS HENDERSON FIXED MATURITY BOND FUND (USD) 2027,N/A,N/A,['10 EARLSFORT TERRACE'],IE,D02 T380,"['C/O JANUS HENDERSON INVESTORS EUROPE S.A.', '78, AVENUE DE LA LIBERTÉ']",LU,L-1930,RA000404,C517193,FUND,IE,ACTIVE,2023-03-01T00:00:00Z
2138004CNON622KM6C95,THE THOMAS SIVEWRIGHT CATTO CHARITABLE SETTLEMENT,N/A,N/A,['PO BOX 47408'],GB,N21 1YW,['PO BOX 47408'],GB,N21 1YW,RA000589,279549,GENERAL,GB,ACTIVE,2017-11-22T00:00:00Z
2138004CNSXM3FJJYF49,STARLIGHT CORPORATE SERVICES LIMITED,N/A,N/A,['17 ALBEMARLE ROAD'],GB,BH3 7LZ,['17 ALBEMARLE ROAD'],GB,BH3 7LZ,RA000585,04629645,GENERAL,GB,ACTIVE,2018-02-26T00:00:00Z
2138004CNGO4H95N7I70,KIRK OF ST NICHOLAS UNITING,N/A,N/A,"['NEW VESTRY', 'BACK WYND']",GB,AB10 1JZ,"['NEW VESTRY', 'BACK WYND']",GB,AB10 1JZ,RA000590,SC008689,GENERAL,GB,ACTIVE,2017-11-09T00:00:00Z
2138004CLQEK62UHT703,BLUE MAN ASSOCIATES LIMITED,N/A,N/A,['46 CARPENTERS WOOD DRIVE'],GB,WD3 5RJ,['46 CARPENTERS WOOD DRIVE'],GB,WD3 5RJ,RA000585,05159894,GENERAL,GB,ACTIVE,2021-01-21T00:00:00Z
2138004CNFH8NR4ENR92,WILL TRUST OF MRS JOSEPHINE MARY CHIDES,N/A,N/A,"['OAKLEA, 25 SPENCER ROAD']",GB,PO33 3AA,"['OAKLEA, 25 SPENCER ROAD']",GB,PO33 3AA,RA999999,,GENERAL,GB,ACTIVE,2019-09-10T00:00:00Z
2138004CMMMTNDLAUQ06,THE BOTTERLEY TRUST,N/A,N/A,"['C/O UNION PENSION TRUSTEES LTD', 'QUEEN SQUARE HOUSE,18/21 QUEEN SQUARE']",GB,BS1 4NH,"['C/O UNION PENSION TRUSTEES LTD', 'QUEEN SQUARE HOUSE,18/21 QUEEN SQUARE']",GB,BS1 4NH,RA999999,,GENERAL,GB,ACTIVE,2018-05-01T00:00:00Z
2138004CMSLN1DH4BB20,THE ACCUMULATION AND MAINTENANCE SETTLEMENT FOR THE BENEFIT OF HARRY ALEXANDER NICKSON-BURNS,N/A,N/A,"['44 RUPERT ROAD', 'MIDDLETON']",GB,LS29 0AT,"['44 RUPERT ROAD', 'MIDDLETON']",GB,LS29 0AT,RA999999,,GENERAL,GB,ACTIVE,2017-06-23T00:00:00Z
2138004CMHJ6XZRT1462,C M ROPE'S 1993 DECLARATION OF TRUST,N/A,N/A,"['CRAG FARM', 'BOYTON']",GB,IP12 3LH,"['CRAG FARM', 'BOYTON']",GB,IP12 3LH,RA999999,,GENERAL,GB,ACTIVE,2017-11-20T00:00:00Z
2138004CM9GBKJDW2P64,STRATEGIC PARTNERS RE VIII O (LUX) SCSP,N/A,N/A,"['11-13, BOULEVARD DE LA FOIRE']",LU,L-1528,"['11-13, BOULEVARD DE LA FOIRE']",LU,L-1528,RA000432,B279197,GENERAL,LU,ACTIVE,2023-08-10T00:00:00Z
2138004CMRPODOKKNI81,MRS UNA MARY TILTMAN DECEASED,N/A,N/A,"['TRINITY QUAY 2', 'AVON STREET']",GB,BS2 0PT,"['TRINITY QUAY 2', 'AVON STREET']",GB,BS2 0PT,RA999999,,GENERAL,GB,ACTIVE,2017-11-15T00:00:00Z
2138004CNZEPUCONWV11,P J THOMAS DECEASED WILL TRUST,N/A,N/A,"['C/O RATHBONE INVESTMENT MANAGEMENT LIMITED', 'PORT OF LIVERPOOL BUILDING, PIER HEAD']",GB,L3 1NW,"['C/O RATHBONE INVESTMENT MANAGEMENT LIMITED', 'PORT OF LIVERPOOL BUILDING, PIER HEAD']",GB,L3 1NW,RA999999,,GENERAL,GB,ACTIVE,2017-10-11T00:00:00Z
2138004CNZZK2XU2H775,AXA US SHORT DURATION HIGH YIELD S,N/A,N/A,"['C/O AXA INVESTMENT MANAGERS DEUTSCHLAND GMBH', 'THURN-UND-TAXIS-PLATZ 6']",DE,60313,"['C/O AXA INVESTMENT MANAGERS DEUTSCHLAND GMBH', 'THURN-UND-TAXIS-PLATZ 6']",DE,60313,RA999999,,FUND,DE,ACTIVE,2014-01-27T00:00:00Z
2138004COCDQLSX7QL38,PLEASANCE TRUST,N/A,N/A,['8 GILMOUR ROAD'],GB,EH16 5NF,['8 GILMOUR ROAD'],GB,EH16 5NF,RA000590,SC000309,GENERAL,GB,ACTIVE,2017-11-20T00:00:00Z
2138004CORP4CP3XHI25,BLUEOCEAN TECHNOLOGIES SL,N/A,N/A,['CALLE SERRANO 41'],ES,28001,['CALLE SERRANO 41'],ES,28001,RA000535,B88229729,GENERAL,ES,ACTIVE,2019-02-22T00:00:00Z
2138004COHXLGG23QS15,Triton Debt Opportunities II SCA,N/A,N/A,"['2, rue Edward Steichen']",LU,L-2540,"['2, rue Edward Steichen']",LU,L-2540,RA000432,B228156,GENERAL,LU,ACTIVE,2018-10-15T00:00:00Z
2138004CPIA1ID7XQI46,69/70/71 HOLLAND PARK LIMITED,N/A,N/A,"['C/O QUADRANT PROPERTY MANAGEMENT LTD KENNEDY HOUSE', '115 HAMMERSMITH ROAD']",GB,W14 0QH,"['C/O QUADRANT PROPERTY MANAGEMENT LTD KENNEDY HOUSE', '115 HAMMERSMITH ROAD']",GB,W14 0QH,RA000585,02062271,GENERAL,GB,ACTIVE,2017-10-12T00:00:00Z
2138004CP3OJJ4R8A154,INA DOROTHY HINCHLIFFE WILL TRUST,N/A,N/A,"['5 WHARFEDALE ROAD', 'POGMOOR']",GB,S75 2LJ,"['5 WHARFEDALE ROAD', 'POGMOOR']",GB,S75 2LJ,RA999999,,GENERAL,GB,ACTIVE,2021-05-25T00:00:00Z
2138004CPCWHEDYWCP49,FEI FAN INVESTMENT LIMITED,N/A,N/A,"['C/O INTERTRUST CORPORATE SERVICES (BVI) LIMITED', 'RITTER HOUSE', 'WICKHAMS CAY II']",VG,VG1110,"['C/O INTERTRUST CORPORATE SERVICES (BVI) LIMITED', 'RITTER HOUSE', 'WICKHAMS CAY II']",VG,VG1110,RA000063,2053424,GENERAL,VG,ACTIVE,2023-01-18T00:00:00Z
2138004COVYU3YL8AI88,J. MURPHY & SONS LIMITED,N/A,N/A,"['HIVIEW HOUSE', 'HIGHGATE ROAD']",GB,NW5 1TN,"['HIVIEW HOUSE', 'HIGHGATE ROAD']",GB,NW5 1TN,RA000585,00492042,GENERAL,GB,ACTIVE,2018-03-28T00:00:00Z
2138004CPGMTTLJEKY40,ROBIN SALVESEN'S TRUST FOR GRANDCHILDREN,N/A,N/A,"['C/O MURRAY BEITH MURRAY', '3 GLENFINLAS STREET']",GB,EH3 6AQ,"['C/O MURRAY BEITH MURRAY', '3 GLENFINLAS STREET']",GB,EH3 6AQ,RA999999,,GENERAL,GB,ACTIVE,2017-09-13T00:00:00Z
2138004CP3HRVPRMOZ75,WILLIAM RIPLEY SETTLEMENT,N/A,N/A,"['C/O RATHBONE INVESTMENT MANAGEMENT LIMITED', 'PORT OF LIVERPOOL BUILDING, PIER HEAD']",GB,L3 1NW,"['C/O RATHBONE INVESTMENT MANAGEMENT LIMITED', 'PORT OF LIVERPOOL BUILDING, PIER HEAD']",GB,L3 1NW,RA999999,,GENERAL,GB,ACTIVE,2017-12-15T00:00:00Z
2138004COYK7LX2AYP22,TROVAIOLI ENERGIA S.R.L.,N/A,N/A,['CORSO DI PORTA VITTORIA 4'],IT,20122,['CORSO DI PORTA VITTORIA 4'],IT,20122,RA000776,13857731007,GENERAL,IT,INACTIVE,2017-09-28T00:00:00Z
2138004CPXEE6NC1MF55,NUMISMA OBJEKT SAARLOUIS GMBH,N/A,N/A,"['HAUS CLARA, TREPPENHAUS 1, JOHANNSTRAßE 37']",DE,40476,"['HAUS CLARA, TREPPENHAUS 1, JOHANNSTRAßE 37']",DE,40476,RA000234,HRB 23619,GENERAL,DE,INACTIVE,2016-01-04T00:00:00Z
2138004CPHILSJQELG55,INVEST 77,N/A,N/A,"['12 GRECINIEKU ,11A']",LV,LV-1050,"['12 GRECINIEKU ,11A']",LV,LV-1050,RA000423,40003915256,GENERAL,LV,ACTIVE,2017-12-26T00:00:00Z
2138004CQHWZZ7O9AY34,RADISSON HOTELS APS DANMARK,N/A,N/A,['AMAGER BOULEVARD 70'],DK,2300,['AMAGER BOULEVARD 70'],DK,2300,RA000170,73337712,GENERAL,DK,ACTIVE,2014-02-12T00:00:00Z
2138004CQO266UA7KV12,DVAM BALANCED ACTIVE PCP,N/A,N/A,['70 SIR JOHN ROGERSONS QUAY'],IE,D02 R296,"['C/O PACIFIC CAPITAL PARTNERS LIMITED', '74 WIGMORE STREET']",GB,W1U 2SQ,RA000404,C185113,FUND,IE,ACTIVE,2019-01-07T00:00:00Z
2138004CP98B6NE2OO60,FAIRTREE WILD FIG MULTI STRATEGY FR QI HEDGE FUND,2138005UBLKEZRITH576,SANNE GROUP PLC,"['C/O FUNDROCK MANAGEMENT COMPANY (RF) (PTY) LTD', '11TH FLOOR PIER PLACE , HEERENGRACHT STREET']",ZA,8001,"['C/O FUNDROCK MANAGEMENT COMPANY (RF) (PTY) LTD', '11TH FLOOR PIER PLACE , HEERENGRACHT STREET']",ZA,8001,RA000782,3812,FUND,ZA,ACTIVE,2016-12-21T00:00:00Z
2138004CPZMDHJ3BTL35,NEDGROUP TRUST LIMITED,N/A,N/A,"['FAIRBAIRN HOUSE, ROHAIS']",GG,GY1 3LT,"['FAIRBAIRN HOUSE, ROHAIS']",GG,GY1 3LT,RA000383,23460,GENERAL,GG,ACTIVE,2018-01-23T00:00:00Z
2138004CQAR7BGLXIV18,MR J R WHITWORTH DECEASED NO 1 TRUST,N/A,N/A,['29 LEA LANE'],GB,HD4 7DP,['29 LEA LANE'],GB,HD4 7DP,RA999999,,GENERAL,GB,ACTIVE,2018-01-12T00:00:00Z
2138004CR2VKWZ55PL91,LAVINIA CORPORATION,N/A,N/A,"['80 BROAD STREET', '5 XENIAS STREET & CHARILAOU TRIKOUPI, 14562 KIFISIA']",LR,1000,"['80 BROAD STREET', '5 XENIAS STREET & CHARILAOU TRIKOUPI, 14562 KIFISIA']",LR,1000,RA000427,C-13178,GENERAL,LR,ACTIVE,2018-04-19T00:00:00Z
2138004CSVBGGQ7WLY77,TRUSTEES OF THE FARTHING PENSION FUND,N/A,N/A,"['FERRY NAB COTTAGE', 'FERRY NAB']",GB,LA23 3JH,"['FERRY NAB COTTAGE', 'FERRY NAB']",GB,LA23 3JH,RA888888,00126278RK,GENERAL,GB,ACTIVE,2017-10-18T00:00:00Z
2138004CSWC1UTKC3247,MOOR LANE HOLDINGS LIMITED,N/A,N/A,"['2ND FLOOR, LIBERATION HOUSE', 'CASTLE STREET']",JE,JE1 1EY,"['2ND FLOOR, LIBERATION HOUSE', 'CASTLE STREET']",JE,JE1 1EY,RA000414,99456,GENERAL,JE,INACTIVE,2014-05-23T00:00:00Z
2138004CS78TRSU2VM24,TEAM 17 FUND,N/A,N/A,"['C/O JLT PREMIER PENSIONS', 'FITZALAN HOUSE', 'FITZALAN COURT']",GB,CF24 0EL,"['C/O JLT PREMIER PENSIONS', 'FITZALAN HOUSE', 'FITZALAN COURT', 'FITZALAN ROAD']",GB,CF24 0EL,RA999999,,GENERAL,GB,ACTIVE,2017-09-08T00:00:00Z
2138004CRRX5XYPTUK22,CHERRY STREET LIMITED,N/A,N/A,['2ND FLOOR 31 CHERTSEY STREET'],GB,GU1 4HD,"['C/O APPLAN CAPITAL ADVISORY LLP', '23 KING STREET']",GB,SW1Y 6QY,RA000585,11690597,GENERAL,GB,ACTIVE,2019-03-26T00:00:00Z
2138004CRKO5FQ6NHU75,GAIN AGAIN INVESTMENTS LIMITED,N/A,N/A,"['P.O. BOX 957', 'OFFSHORE INCORPORATIONS CENTRE']",VG,VG1110,"['3F, NO. 153', 'SONGREN RD, SINGYI DISTRICT']",TW,100,RA000063,162894,GENERAL,VG,ACTIVE,2017-10-27T00:00:00Z
2138004CRLYBCBH9QS10,POWEN SOLAR I S.À R.L.,N/A,N/A,['28 BOULEVARD F.W. RAIFFEISEN'],LU,L-2411,['28 BOULEVARD F.W. RAIFFEISEN'],LU,L-2411,RA000432,B280093,GENERAL,LU,ACTIVE,2023-09-28T00:00:00Z
2138004CSQR7LWWR3895,COLLINSON FINANCE LIMITED,N/A,N/A,"['CUTLERS EXCHANGE, 123 HOUNDSDITCH']",GB,EC3A 7BU,"['CUTLERS EXCHANGE, 123 HOUNDSDITCH']",GB,EC3A 7BU,RA000585,09242165,GENERAL,GB,ACTIVE,2018-01-08T00:00:00Z
2138004CRA4W84F34581,WALLIS VOLUNTARY SETTLEMENT,N/A,N/A,"['C/O RATHBONE INVESTMENT MANAGEMENT LIMITED', 'PORT OF LIVERPOOL BUILDING, PIER HEAD']",GB,L3 1NW,"['C/O RATHBONE INVESTMENT MANAGEMENT LIMITED', 'PORT OF LIVERPOOL BUILDING, PIER HEAD']",GB,L3 1NW,RA999999,,GENERAL,GB,ACTIVE,2017-10-18T00:00:00Z
2138004CT1DR2AFMV614,CLIFFORD HAWKINS DISCRETIONARY TRUST,N/A,N/A,['440 STRAND'],GB,WC2R 0QS,['440 STRAND'],GB,WC2R 0QS,RA999999,,GENERAL,GB,ACTIVE,2019-02-20T00:00:00Z
2138004CTPCS58O5ID83,GENTIAN (GHP) LIMITED,N/A,N/A,['43-44 BERNERS STREET'],GB,W1T 3ND,['43-44 BERNERS STREET'],GB,W1T 3ND,RA000585,04344818,GENERAL,GB,ACTIVE,2014-03-06T00:00:00Z
2138004CTI97K8I73N15,HARBOUR LITIGATION FUNDING GMBH,213800E7YKUSGAO4A653,HARBOUR SOLUTIONS GROUP LTD,['MIL-NOLDE-STRASSE. 7'],DE,53113,['EMIL-NOLDE-STRASSE. 7'],DE,53113,RA000220,HRB 25448,GENERAL,DE,ACTIVE,2022-04-25T00:00:00Z
2138004CTYB8HCL3NG42,PERLON,N/A,N/A,"['C/O EVELYN PARTNERS', '103 COLMORE ROAD']",GB,B3 3AG,"['C/O EVELYN PARTNERS', '103 COLMORE ROAD']",GB,B3 3AG,RA000585,16101663,GENERAL,GB,ACTIVE,2024-12-24T00:00:00Z
2138004CTT294CNOOJ57,ROBERT AKESTER DISCRETIONARY,N/A,N/A,"['TRINITY QUAY 2', 'AVON STREET']",GB,BS2 0PT,"['TRINITY QUAY 2', 'AVON STREET']",GB,BS2 0PT,RA999999,,GENERAL,GB,ACTIVE,2017-10-24T00:00:00Z
2138004CUCPV1OG5LW83,LODORE LIMITED,N/A,N/A,"['3RD FLOOR 5 TEMPLE SQUARE', 'TEMPLE STREET']",GB,L2 5RH,"['3RD FLOOR 5 TEMPLE SQUARE', 'TEMPLE STREET']",GB,L2 5RH,RA000585,00166329,GENERAL,GB,ACTIVE,2017-09-26T00:00:00Z
2138004CUQ1AJP1WOS28,ALTER DOMUS MANAGEMENT COMPANY S.A.,N/A,N/A,"['15, BOULEVARD F.W. RAIFFEISEN']",LU,L-2411,"['15, BOULEVARD F.W. RAIFFEISEN']",LU,L-2411,RA000432,B150332,GENERAL,LU,ACTIVE,2017-03-13T00:00:00Z
2138004CV65BH5TDSP10,SETTLEMENT OF MR W FREDRICKSON & MRS J FREDRICKSON.,N/A,N/A,"['107 SKIPTON ROAD', 'SILSDEN']",GB,BD20 9AA,"['107 SKIPTON ROAD', 'SILSDEN']",GB,BD20 9AA,RA999999,,GENERAL,GB,INACTIVE,2018-01-26T00:00:00Z
2138004CV9UC41BOQE79,INVESCO JAPANESE SMALLER COMPANIES FUND (UK),N/A,N/A,"['PERPETUAL PARK', 'PERPETUAL PARK DRIVE']",GB,RG9 1HH,"['C/O INVESCO FUND MANAGERS LIMITED', '1331 Spring Street NW', 'Suite 2500']",US,30309,RA000592,634398,FUND,GB,ACTIVE,2014-01-28T00:00:00Z
2138004CVMQELONNZA14,D W MILNE DECEASED WILL TRUST,N/A,N/A,"['C/O RATHBONE INVESTMENT MANAGEMENT LIMITED', 'PORT OF LIVERPOOL BUILDING, PIER HEAD']",GB,L3 1NW,"['C/O RATHBONE INVESTMENT MANAGEMENT LIMITED', 'PORT OF LIVERPOOL BUILDING, PIER HEAD']",GB,L3 1NW,RA999999,,GENERAL,GB,ACTIVE,2017-10-05T00:00:00Z
2138004CVFWKU6CSKQ79,MRS F CALDWELL CHILDREN'S TRUST,N/A,N/A,"['BURKILL GOVIER, 2 MARITIME HOUSE, THE HART']",GB,GU9 7HW,"['BURKILL GOVIER, 2 MARITIME HOUSE, THE HART']",GB,GU9 7HW,RA999999,,GENERAL,GB,ACTIVE,2018-01-04T00:00:00Z
2138004CVP2UGBPAXD28,SANFORD LTD,N/A,N/A,"['706,KINGS COURT']",IM,IM8 1LW,"['706,KINGS COURT']",IM,IM8 1LW,RA000405,010755C,GENERAL,IM,ACTIVE,2017-10-04T00:00:00Z
