LEI,Legal Name,Parent LEI,Parent Name,Legal Address,Legal City,Legal Postal Code,HQ Address,HQ City,HQ Postal Code,Registration ID,Registered As,Category,Legal Jurisdiction,Entity Status,Registration Date
300300C3198053000002,玉溪市江川区农村信用合作联社,N/A,N/A,['江川区大街街道兴江路30号'],CN,100000,['江川区大街街道兴江路30号'],CN,100000,RA000092,91530421217711508X,GENERAL,CN,ACTIVE,2019-03-13T06:47:56Z
300300C3197853000067,曲靖市沾益区农村信用合作联社,N/A,N/A,['沾益区珠江源大道1407号'],CN,655331,['沾益区珠江源大道1407号'],CN,655331,RA000092,915303287098848510,GENERAL,CN,ACTIVE,2019-04-17T07:10:13Z
300300C3197453000003,师宗县农村信用合作联社,N/A,N/A,['师宗县漾月街道丹凤东路231号'],CN,100000,['师宗县漾月街道丹凤东路231号'],CN,100000,RA000092,91530323217351071F,GENERAL,CN,ACTIVE,2019-03-08T06:41:09Z
300300C3197753000051,云南会泽农村商业银行股份有限公司,N/A,N/A,['云南省会泽县通宝路469号'],CN,100000,['云南省会泽县通宝路469号'],CN,100000,RA000092,91530326217410027L,GENERAL,CN,ACTIVE,2019-03-15T08:56:48Z
300300C3197153000052,曲靖市麒麟区农村信用合作联社,N/A,N/A,['麒麟区寥廓北路271-3号'],CN,100000,['麒麟区寥廓北路271-3号'],CN,100000,RA000092,91530300217235169D,GENERAL,CN,ACTIVE,2019-03-18T07:59:42Z
300300C3196853000004,云南禄劝农村商业银行股份有限公司,N/A,N/A,['禄劝彝族苗族自治县城掌鸠河南路3号'],CN,651500,['禄劝彝族苗族自治县城掌鸠河南路3号'],CN,651500,RA000092,91530128745284810E,GENERAL,CN,ACTIVE,2019-03-21T07:56:11Z
300300C3197953000083,宣威市农村信用合作联社,N/A,N/A,['宣威市向阳街中段'],CN,655400,['宣威市向阳街中段'],CN,655400,RA000092,91530381217294193F,GENERAL,CN,ACTIVE,2019-03-18T05:32:53Z
300300C3197053000036,安宁市农村信用合作联社,N/A,N/A,['安宁市珍泉路15号'],CN,100000,['安宁市珍泉路15号'],CN,100000,RA000092,915301812168270749,GENERAL,CN,ACTIVE,2019-03-14T01:22:07Z
300300C3197253000068,曲靖市马龙区农村信用合作联社,N/A,N/A,['马龙区通泉街道龙泉北路86号'],CN,100000,['马龙区通泉街道龙泉北路86号'],CN,100000,RA000092,915303212172755074,GENERAL,CN,ACTIVE,2019-04-18T05:15:26Z
300300C3198153000018,云南澄江农村商业银行股份有限公司,N/A,N/A,['澄江市凤麓街道办事处仙湖路东30号'],CN,652599,['澄江市凤麓街道办事处仙湖路东30号'],CN,652599,RA000092,915304222177301785,GENERAL,CN,ACTIVE,2019-03-01T06:59:14Z
