LEI,Legal Name,Parent LEI,Parent Legal Name
2138001ARX7AEKULOI29,THESSALY ENERGY SOLAR ΜΟΝΟΠΡΟΣΩΠΗ Α.Ε,N/A,N/A
2138001ARWMLOLY8W755,ANDELSBOLIGFORENINGEN KRARUP,N/A,N/A
2138001ARXPM2Z9F5A75,ASHBURTON REPLICA PORTFOLIO LIMITED,N/A,N/A
2138001AT7XKMAMOGL77,HAREL GENERAL PLAN,N/A,N/A
2138001ATN9AEPQIHC07,THE ANIMAL DEFENCE TRUST,N/A,N/A
2138001AT1SOINHN5F02,"ΕΛΛΗΝΙΚΟΙ ΛΕΥΚΟΛΙΘΟΙ ΑΝΩΝΥΜΟΣ ΜΕΤΑΛΛΕΥΤΙΚΗ, ΒΙΟΜΗΧΑΝΙΚΗ, ΝΑΥΤΙΛΙΑΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ",N/A,N/A
2138001ATCCRB8HDTQ44,BITLISH LIMITED,N/A,N/A
2138001ATYHCLSN3DJ20,EXPRESS HOLDINGS (THOMPSON) LIMITED,N/A,N/A
2138001AUIXD5P8YYS34,CORELUX S.A.,N/A,N/A
2138001AU9CVVLPHVU75,JEAN GASSON GRANDCHILDREN SETTLEMENT 1998,N/A,N/A
2138001AU2AW3S189T13,INNTITLE PENSION SCHEME,N/A,N/A
2138001AV6BCBSNSGZ96,INSIDERS TRAVEL EXPERIENCES ΙΔΙΩΤΙΚΉ ΚΕΦΑΛΑΙΟΥΧΙΚΉ ΕΤΑΙΡΕΊΑ,N/A,N/A
2138001AUGGAIKQA8T17,NETWORK COMMUNICATIONS GROUP LTD PENSION TRUST,N/A,N/A
2138001AU66YO853G250,HAMPSHIRE LPE LIMITED,N/A,N/A
2138001AVBSD1HSC6Z10,JOHNSON MATTHEY PLC,N/A,N/A
2138001AV48FPKGQ2N05,КАМИНИ - ВИЗАРТ,N/A,N/A
2138001AV3ZE1EOZKT15,XAFINITY CONSULTING (READING) LIMITED,N/A,N/A
2138001AVQAT3L9SUQ40,DIVINE HERITAGE HOLDING LIMITED,N/A,N/A
2138001AW4WEVJWKCM83,WILSON HOMES (KILMARNOCK) LIMITED,N/A,N/A
2138001AW6H99F3M7C66,LAST WILL AND TESTAMENT OF JOHN OLIVER TAYLOR,N/A,N/A
2138001AW221WXSHLY07,ACCUMULATION AND MAINTENANCE SETTLEMENT ON MAX RICHARD STEINBERG,N/A,N/A
2138001AW8DRW1O97A16,PALMERS (GREAT YARMOUTH) LIMITED ERBS,N/A,N/A
2138001AV9UHAWR4SP40,MERTON TIMBER PENSION FUND,N/A,N/A
2138001AX63A2G3ZG696,ALTER DOMUS AGENCY SERVICES (UK) LIMITED,N/A,N/A
2138001AWFWXQLMWMK58,BLACKDOWN ASSET MANAGEMENT LIMITED,N/A,N/A
2138001AXM4IP8P65S79,CODRINGTON INVESTMENTS LIMITED,N/A,N/A
2138001AXQMR4NB8IU73,THE MORLEY FAMILY CHARITABLE TRUST,N/A,N/A
2138001AW99AHGW96H76,ADDIEWELL PRISON LTD,N/A,N/A
2138001AXLGGMFR9RE97,OAKLEY ABSOLUTE RETURN LIMITED,N/A,N/A
2138001AWMUOSHIV7P34,PANTHEON FINANCIAL MANAGEMENT LIMITED,N/A,N/A
2138001AXQ8URF2B6683,THE CAREY RETIREMENT ANNUITY TRUST,N/A,N/A
2138001AXJUQBFRF4I88,TIME4SLEEP LTD,N/A,N/A
2138001AWYMR8O6XYE64,TRUSTEES OF G K MAINWARING,N/A,N/A
2138001AYNDGI536YM46,TASKWEAR(CLOTHING)LIMITED,N/A,N/A
2138001AYJEAOQJ2IF51,CONCORD HOLDINGS LIMITED,N/A,N/A
2138001AY9CX5QV8YT06,J F MCLENAGHAN TRUST,N/A,N/A
2138001AYM65AHV7GZ76,LIFESIGHT EQUITY FUND,N/A,N/A
2138001AYIWOIRA1D327,FRIARY NO.7 PLC,2138003CSNVJEPFZ3U52,PRINCIPALITY BUILDING SOCIETY
2138001AYRJOK25EOQ18,B PEARSON WILL TRUST,N/A,N/A
2138001AZVL3DJXHS758,TPT FUNDED SHORT REAL FUND,N/A,N/A
2138001B1EZTLGNNC330,COLLUM CILLE TRUST,N/A,N/A
2138001B1K736FN3I614,THIRD LORD JOICEY GBP100000 SETTLEMENT,N/A,N/A
2138001AZEKWETDRLB87,VERDIPAPIRFONDET PLUSS INDEKS,N/A,N/A
2138001AZ3Y8LTE9YP53,M P FILTRI (UK) LIMITED,N/A,N/A
2138001AZ1SUOU58AL61,HGT GENESIS 10 LP,N/A,N/A
2138001B174BD58IHI59,THE BRENDA TOWNLEY WILL TRUST NO. 2,N/A,N/A
2138001AZT3XQTPB4219,THE ILMINSTER EDUCATIONAL FOUNDATION,N/A,N/A
2138001B1L24Q2YE1N72,THE TONY AND RUTH TRUST,N/A,N/A
2138001B1ME4Z9MOQS52,ABSS INVESTMENTS PTY LTD AS TRUSTEE FOR THE PETER WADE SUPERANNUATION FUND,N/A,N/A
2138001B1YPYDV2CJL23,BARTS SQUARE FIRST OFFICE LIMITED,N/A,N/A
2138001B1ZMNGIEAP561,MRS B M BOOTHMAN 2007 DISCRETIONARY SETTLEMENT,N/A,N/A
2138001B2FUUYMIJGF61,S BLOTT NO 3 FAMILY SETTLEMENT,N/A,N/A
2138001B11K681HR2H83,G. B. MCKEAN TRUST,N/A,N/A
2138001B3CE5S5PEE928,PANTHEON INTERNATIONAL PLC,N/A,N/A
2138001B2HTC58I9M128,BUSINESS CENTER HOLDING LTD,N/A,N/A
2138001B478U6FWSQS97,NEO ENERGY HOLDING LIMITED,N/A,N/A
2138001B2U82VXNK8A66,BREAN COURT LIMITED,N/A,N/A
2138001B3AA4GDQJDT35,CAPSICUM TECHNOLOGY LIMITED,N/A,N/A
2138001B379LL7GV1H59,S.C.T. COMPANY LIMITED,N/A,N/A
2138001B3UEL1AFLVZ61,GLH HOTELS LIMITED,N/A,N/A
2138001B467H9ZJRQL79,WESTBURY HOTEL MANAGEMENT LIMITED,N/A,N/A
2138001B3EG8JE3DCF19,THE VERA ISHERWOOD WILL TRUST,N/A,N/A
2138001B2QNPDCFRYH16,ACKERMAN ADVISORS LTD,N/A,N/A
2138001B4KOW2NKIMZ43,TRUSTS OF THE DONALD CHRISPIN WILL TRUST,N/A,N/A
2138001B4JDBQYRLIB61,BLUME EQUITY FUND I SCSP,N/A,N/A
2138001B4N592MP78621,THE GKN PLC 2017 SHARE INCENTIVE PLAN,N/A,N/A
2138001B51SCUCTAZU58,AMUNDI EUR SHORT TERM HIGH YIELD CORPORATE BOND ESG,N/A,N/A
2138001B486RXXI3FA30,NORTHERN & SHELL PROPERTIES LIMITED,21380011L2Y2O7QAFQ89,NORTHERN & SHELL PLC
2138001B73OHR33A9S72,MONTAGU SQUARE LTD,N/A,N/A
2138001B5RMWMF2AIU48,ROLVENDEN WINDMILL TRUST,N/A,N/A
2138001B7PT65ZSN9547,D F RAMSAY SETTLEMENT,N/A,N/A
2138001B79PXKY12ZG11,THE SIXTH EARL OF NORMANTON'S CHILDREN'S SETTLEMENT OF 12 JUNE 1984,N/A,N/A
2138001B5GOGNUJK8E46,VT DOWNING INVESTOR FUNDS ICVC,N/A,N/A
2138001B72SQWLG4HX96,WHITE SKIES LTD,N/A,N/A
2138001B6GB5GWN9MS46,ENERGY TRANSITION MINERALS LTD,N/A,N/A
2138001B7EN7AKPU7E40,ANTUNES & ABREU LDA,N/A,N/A
2138001B7DYXUEQ7LJ04,THE ANBER FUND,N/A,N/A
2138001B7MFGTPDS8S23,COMPARTMENT HARVEST BRIDGE,N/A,N/A
2138001B7S4UJUB7WJ03,BOSTEL PROPERTIES LIMITED,N/A,N/A
2138001B7XYS7G51J886,INDEPENDENT CAPITAL CORPORATION LIMITED,N/A,N/A
2138001B86IZ5GURJL36,GHEKKO LIMITED,N/A,N/A
2138001B7Y2XBGUEIK68,EXPLOTACIONES EÓLICAS SIERRA COSTERA SA,549300LHK07F2CHV4X31,ENDESA SA
2138001B7YYYQT63QM22,MALMÖ KATRINELUND 27 AB,213800NPP7A3WWK2XP47,KOGGBRON AB (PUBL)
2138001B8Z6H4LMEIS84,BROOKSBURNETT INVESTMENTS LTD,N/A,N/A
2138001B9NAKBHVDWM74,THE S A OAKES SETTLEMENT,N/A,N/A
2138001B9HNTA17GNQ18,UNI-CARE APS,N/A,N/A
2138001B953ZNM78IN64,THE GUARDIAN SICAV,N/A,N/A
2138001B888DHJNBQO96,AI SMART EU FUND,N/A,N/A
2138001B9LFBE7L4Z443,THE PEARSON GRANDCHILDREN'S TRUST 2018,N/A,N/A
2138001B9IRNSBDKHD84,CL&H ENERGY LLC,N/A,N/A
2138001B9UFL35JYH296,"JOHNSON CONTROLS BE SUBSIDIARIES, S. DE R.L. DE C.V.",N/A,N/A
2138001B8YOTXF9IZL80,THE ROYAL VICTORIA TRUST FOR THE BLIND,N/A,N/A
2138001B9NI5TLQQNA90,ADDINSELL SUPERANNULATION FUND,N/A,N/A
2138001BA8CIDG5HQA95,BANNOW LIMITED,N/A,N/A
2138001BAGNMH8FD5F10,PIPER INVESTMENTS LIMITED,N/A,N/A
2138001BAIKVT8IGWA19,WHYTE 2003 TRUST FOR CHILDREN,N/A,N/A
2138001BALXLEPEF2993,THE LAMPORT FAMILY TRUST,N/A,N/A
2138001BAJGHF3O32S10,MADGIQ LTD,N/A,N/A
2138001BB7SWRI411T97,GOOD FOUNDATIONS DIRECTORS PENSION TRUST,N/A,N/A
2138001BB4NGGVT4DP23,BVS TRAINING EXECUTIVE PENSIONS SCHEME,N/A,N/A
2138001BAONLH5BF9Y85,CLO OPPORTUNITY FUND,N/A,N/A
2138001BBIKE2VB4KZ16,BENGAL PROPERTY HOLDINGS LIMITED,N/A,N/A
2138001BB9XT2DHANH87,PETER BROUGH BEQUEST FUND,N/A,N/A
2138001BC2TPSMJQJB47,BALFOUR ST FAMILY TRUST,N/A,N/A
2138001BATYH96FND795,RICHARDS & APPLEBY LIMITED,N/A,N/A
2138001BBZ23VT7BSN37,THE R.D.T UPRICHARD NO.1 DISCRETIONARY SETTLEMENT,N/A,N/A
2138001BBPJZUN99L478,DEED OF TRUST BY ALEXANDER FRANCIS MCDONALD,N/A,N/A
2138001BC8BPR91MM825,THE OLIVIA LUCY ZARA LAUGHTON TRUST,N/A,N/A
2138001BCTWZUUNFB606,TCT INVESTMENTS LIMITED,N/A,N/A
2138001BD7H9J9CUSC34,TRUST COMMODITIES LTD,N/A,N/A
2138001BD9Z9USU8GC15,HSBC FUNDO DE INVESTIMENTO REFERENCIADO DI LONGO PRAZO,N/A,N/A
2138001BDB3SKVTAZF86,BOKETTO BIDCO LIMITED,N/A,N/A
2138001BB6WD5MI1QD94,CMBC CAPITAL HOLDINGS LIMITED,213800DVQCCVYFKWJW47,CMBC INTERNATIONAL HOLDINGS LIMITED
2138001BEJS8A1M5LO96,JNE ILLIQUID OPPORTUNITIES FEEDER FUND LP,N/A,N/A
2138001BDCLQZ5IKSI53,MISS FRANCES SPROT FUND,N/A,N/A
2138001BEEU26Y8XPL73,NORTE GÁS LDA,N/A,N/A
2138001BFEFZVMY5WA26,THE AUTOMATION INVESTMENTS LIMITED DIRECTORS PENSION SCHEME,N/A,N/A
2138001BETTBZ9FQS706,ELVASTON INVESTMENTS LIMITED,N/A,N/A
2138001BED32LNLDV946,GRAYLANDS LTD,N/A,N/A
2138001BDFYJDCJ18N39,MAYFAIR INVESTMENT HOLDING LIMITED,N/A,N/A
2138001BFGBR3SHE4Z87,RHINELAND INVESTMENT S.À R.L.,N/A,N/A
2138001BFHI3OGVUHU87,FALCON BIDCO LIMITED,N/A,N/A
2138001BFMDXJT774U53,THE MARV TRUST,N/A,N/A
2138001BFX7ETM1VAD27,THE SOCIETY OF ST STEPHENS HOUSE,N/A,N/A
2138001BFKGXLBNP7B23,ΑΤΡΙΑ ΣΥΜΜΕΤΟΧΙΚΗ ΣΥΜΒΟΥΛΕΥΤΙΚΗ ΑΝΑΠΤΥΞΙΑΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,N/A,N/A
2138001BEW5SCTYB2T86,MIDATA CONSULTING LTD,N/A,N/A
2138001BDFU5M9Q49521,TRINITY LANE HOLDING COMPANY LIMITED,254900W7U7O00MW85O90,Ganado Trustees & Fiduciaries Limited
2138001BE7467RUBQS88,SHELL ENERGY EUROPE B.V.,21380068P1DRHMJ8KU70,SHELL PLC
2138001BHZFYYPO2K202,HUBEXO TOPCO LIMITED,N/A,N/A
2138001BIEWK1Z7D3S50,"East Capital (Lux) SCA, SICAV-SIF",N/A,N/A
2138001BIDUZ1D1C6N38,TOPAS 2 SERIES 68 (MULTI-CLASS) INDEX LINKED SUB-FUND (CLASS BN FUND) (JPY) FOR QUALIFIED INSTITUTIONAL INVESTORS ONLY,N/A,N/A
2138001BIM9AJ6MI9G16,RYCROFT FAMILY TRUST,N/A,N/A
2138001BHCTWS42YHO91,ΚΟΣΜΟΣ ΞΕΝΟΔΟΧΕΙΑΚΕΣ ΤΟΥΡΙΣΤΙΚΕΣ ΚΑΙ ΟΙΚΟΔΟΜΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΣΤΑΘΜΟΣ ΑΥΤΟΚΙΝΗΤΩΝ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,N/A,N/A
2138001BHDP4EIXWGH71,UNIVERSAL CONSOLIDATED GROUP LIMITED,N/A,N/A
2138001BG6J33EP15285,ROGER ANTHONY PEDDER GRANDCHILDRENS TRUST,N/A,N/A
2138001BI4GXBEYQK535,WINDERMERE VIII CMBS PLC,N/A,N/A
2138001BIHI557K37G94,PRIDELANDS LIMITED,N/A,N/A
2138001BIZOCS1A32A13,CAN HOLDINGS LIMITED,N/A,N/A
2138001BG3XW47I94N55,MASEFIELD-BETA LTD,213800CGP22K4W6XI841,THOMAS DUDLEY GROUP LIMITED
2138001BJR3NMVQUCS91,SUMMIT GLOBAL MANAGEMENT V B.V.,N/A,N/A
2138001BJ2ZEY92JQB35,RBOS INDICES LIMITED,N/A,N/A
2138001BJLUC22V7IT49,ADVANCE TRADE GROWTH MASTER FUND LTD,N/A,N/A
2138001BJ65WRUUANG53,CLIFFORD DAVIES DECEASED,N/A,N/A
2138001BLO7EORII7E91,MODE GLOBAL HOLDINGS PLC,N/A,N/A
2138001BKFUJKI17LO84,ASOS PAYMENTS EUROPE B.V.,N/A,N/A
2138001BLTKYOZDVJA23,C A R HULLS SETTLEMENT 2017,N/A,N/A
2138001BLV6P1L9LKI49,W A G CUMMING DISCRETIONARY SETTLEMENT,N/A,N/A
2138001BKN5Y894VUO28,GEPHEMJA LIMITED,N/A,N/A
2138001BLYGQ69M44O88,EM CO-INVESTMENT FUND LP,N/A,N/A
2138001BLZ8S7AOG2578,THE TRUSTEE FOR INTER AUST FOOD BROKERS UNIT TRUST,N/A,N/A
2138001BM844CMCUMP20,SARTECH TRUST,N/A,N/A
2138001BL5LR92BU5Y25,THE JULIAN TAYLOR CHARITABLE TRUST,N/A,N/A
2138001BJSLHQGDCE786,TRANSFORMING CARE LIMITED,N/A,N/A
2138001BMF346TKNTI52,THE JCVZ DE FERRANTI DISCRETIONARY SETTLEMENT,N/A,N/A
2138001BMX6XL45H6J58,BUSINESS OIL PLATFORM LIMITED,N/A,N/A
2138001BMLLN53SG2167,NEEMTREE TRUST,N/A,N/A
2138001BMOSU2BNR1C74,THE JAMES DISCRETIONARY TRUST,N/A,N/A
2138001BMF2P8HMKH338,VALERIE HYAMS SETTLEMENT,N/A,N/A
2138001BNIM8SH2P7Z72,THE 8TH EARL OF MANSFIELD'S CHARITABLE TRUST,N/A,N/A
2138001BNAJLRVBJOK60,HBOS CAPITAL FUNDING NO.2 L.P.,N/A,N/A
2138001BPDK9XE99B408,أفيداس سوليوشنز,N/A,N/A
2138001BNUOBACMOCW06,THE PJ DISCRETIONARY TRUST 2023,N/A,N/A
2138001BOZE9W4ORH615,SCI EPISO ALIZES FILLOL,N/A,N/A
2138001BNYKPZ751N630,TOPAS 2 SERIES 68 (MULTI-CLASS) INDEX LINKED SUB-FUND (CLASS BA FUND) (JPY) FOR QUALIFIED INSTITUTIONAL INVESTORS ONLY,N/A,N/A
2138001BPRX7BWENR950,M S W WRIGHT WILL TRUST,N/A,N/A
2138001BOD1J5XK1CX76,CUSTODIAN PROPERTY INCOME REIT PLC,N/A,N/A
2138001BMZ72D6PLBT13,CONGRESS WORLD EVENT TRAVEL E.E.,N/A,N/A
2138001BQ46LYBYR2B84,EGEM ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΚΜΕΤΑΛΛΕΥΣΗΣ ΑΚΙΝΗΤΩΝ,N/A,N/A
2138001BR2DAD3PJCR11,AXA IM REPRESENTATIVE - AXA IM DIVERSIFIED 2,N/A,N/A
2138001BRXF6NROP2M04,RALPH HENRY JOSEPH BROWN DISCRETIONARY SETTLEMENT,N/A,N/A
2138001BQMIKJQ4HNR60,GRIFONAS FINANCE NO.1 PLC,N/A,N/A
2138001BQNLMM97UDN77,THE JULIE GIBBONS DISCRETIONARY SETTLEMENT,N/A,N/A
2138001BPJ9GJBR8RV13,AMPLIFI MEDIA CANADA INC,213800FERQ5LE3H7WJ58,DENTSU INTERNATIONAL LIMITED
2138001BSOSMTMYZ4864,KARSTBORG SA,N/A,N/A
2138001BUE83V1QL6717,CASALINI HOLDINGS LIMITED,N/A,N/A
2138001BU7XTGSN5Z866,THE ALISTAIR BAXTER IV TRUST,N/A,N/A
2138001BSISGFOHHSG50,TESLA UK LIMITED,N/A,N/A
2138001BSHGJGA1R5328,HSBC CAPITALIZACAO (BRASIL) S.A.,N/A,N/A
2138001BU2693T7RJG95,WADDINGTON GALLERIES SELF ADMINISTERED PENSION SCHEME,N/A,N/A
2138001BTNZOX64XMB06,LONDONDERRY 2014 GRANDCHILDREN'S SETTLEMENT ROBIN'S FUND,N/A,N/A
2138001BTMAQQK4DPX35,COATES FAMILY - R A A COATES 1987 SETTLEMENT,N/A,N/A
2138001BTPXH4EPNIP68,THE MICHAEL FONE 2012 TRUST,N/A,N/A
2138001BUQGMMK892D48,SEDEL - COLLINGS FOUNDATION,N/A,N/A
2138001BUFYCN2IZZ771,BRAVE ELITE INVESTMENTS LIMITED,N/A,N/A
2138001BUJZ387C76J67,INSIGHT GLOBAL FUNDS II PLC - INSIGHT EMERGING MARKET BOND OPPORTUNITIES FUND,N/A,N/A
2138001BUVCLS6ORVG73,LONGDEAN CAPITAL LLP,N/A,N/A
2138001BU4E6B52RT218,恒生保險有限公司,5493009Z5F07LWZYMK62,恒生銀行有限公司
2138001BUQGMVRND6Z31,RUBY REJSER APS,N/A,N/A
2138001BWY3E59RNZA96,STAMMBAUM LIMITED,N/A,N/A
2138001BXQMHHYGWY391,AVOCA CLO III PUBLIC LIMITED COMPANY,N/A,N/A
2138001BXAEH69PR9158,PENMAN ESTATES LIMITED,N/A,N/A
2138001BY5XHBH888L59,MARGARET MCCOMBIE WILL TRUST,N/A,N/A
2138001BY3CXJB7HUV34,THE ELIZA NORMAN DISCRETIONARY SETTLEMENT,N/A,N/A
2138001BWFER955XRE79,الإمارات للرعاية الصحية منطقة حرة - ذ.م.م,N/A,N/A
2138001BYAEXTWTC7541,THE J H HARVEY LIFE INTEREST TRUST,N/A,N/A
2138001BVKYDFAVKW223,TRIGATE HOLDINGS LIMITED,N/A,N/A
2138001BVYP5PTZF1855,HW-L,N/A,N/A
2138001BXQY6CYOCKM07,FIVE OCEANS ELECTRONICS LIMITED,N/A,N/A
2138001BYGGK6J1R4R27,THE PADDY POWER BETFAIR PLC EMPLOYEE BENEFIT TRUST,N/A,N/A
2138001BYFMCH49MIM56,ΞΑΝΘΑΚΗΣ ΑΝΩΝΥΜΗ ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,N/A,N/A
2138001BYAREX5QGYG74,ΑΝΟΡΓΚΑΧΗΜ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΑΝΤΙΠΡΟΣΩΠΕΙΩΝ ΒΙΟΜΗΧΑΝΙΚΩΝ ΠΡΩΤΩΝ ΥΛΩΝ,N/A,N/A
2138001BYEIFQQV1TW54,ROYAL INCORPORATION OF ARCHITECTS IN SCOTLAND,N/A,N/A
2138001BYF9O3W8TLK20,NAMECO (NO. 1268) LIMITED,N/A,N/A
2138001BZP7ME1K97Z21,THURSDAY HOLDING,N/A,N/A
2138001BZ1ZRXKMCW645,AIGRETTE FINANCING LIMITED,N/A,N/A
2138001BYS98D3CBY928,SIR WILLIAM JARDINE'S WILL TRUST,N/A,N/A
2138001BZDHJ7KCDT702,S R SIMPSON MARRIAGE SETTLEMENT,N/A,N/A
2138001BYRO49VTU1407,FORWARD PLANNING LIMITED,N/A,N/A
2138001BYW2AJ1BPUU08,THE BETHANY COOK TRUST,N/A,N/A
2138001BZQM4NWFS9P42,TRUST NORTH SHORE M.Y.P. TRUST,N/A,N/A
2138001BZT1T5U2JZV84,WS CHARTERIS PREMIUM INCOME FUND,N/A,N/A
2138001BZ1OWDDHMGA11,MR W J M MORRISON DECEASED 79,N/A,N/A
2138001C1112PTJDTO87,Th.Langs HF & VUC,N/A,N/A
2138001C16IYWV9G9I98,ICARE24 GROUP LIMITED,N/A,N/A
2138001C1J2TASCEIX14,BRITISH ACADEMY OF FILM AND TELEVISION ARTS (THE),N/A,N/A
2138001C1J1BTAWHHW49,R. CAUDWELL (PRODUCE) LTD (N.M.) SCHEME,N/A,N/A
2138001C1EV6YB5MNV54,THE INFORMED PARTNERSHIP LIMITED,N/A,N/A
2138001BZGCC2F589868,ISABEL HOSPICE LIMITED,N/A,N/A
2138001C2PD7HT8GW303,ST MARGARETS EPISCOPAL CHURCH: ABERDEEN,N/A,N/A
2138001C1OQGEFSUYG52,MRS P LOWE DISCRETIONARY TRUST,N/A,N/A
2138001C2SJLXORN6P46,STICHTING F&C MULTI MANAGER EUROPEAN EQUITY ACTIVE,N/A,N/A
2138001C1O4MPFSJC480,THE WILLIAM NEVILLE HINE WILL TRUST,N/A,N/A
2138001C1TP74B1CVM80,KATHARINE ELIZABETH PELLEGRINA FAMILY SETTLEMENT 2011,N/A,N/A
2138001C1NQTMLIDM640,ST CHRISTOPHER'S HOMES,N/A,N/A
2138001C28HPQC2R9W26,AXA CHINA REGION LEVERAGED LOANS FUND,N/A,N/A
2138001C1LQ45KU98J12,TRINITAS FASTIGHETER AB (PUBL),N/A,N/A
2138001C1NQF7RKY9N14,CLIP LIMITED,N/A,N/A
2138001C3ZKBDNHLFX88,BM SPORT CONSULTING LIMITED,N/A,N/A
2138001C38H2FKCL1382,LEGACY WEALTH MANAGEMENT LIMITED,N/A,N/A
2138001C3DL5UMRDHY32,GOTAN HOLDINGS SARL,N/A,N/A
2138001C2YH17OHIJ249,SOCIETY OF THE SACRED CROSS,N/A,N/A
2138001C2JUPIFUVDG81,L&R MEDICAL UK LTD.,529900NIOAOVOGXK2J23,Lohmann & Rauscher International GmbH & Co KG.
2138001C43UAHVVHTS10,HCP MANCHESTER PROPCO LIMITED,PZ9HF5U52KPF0MH0QN75,"Healthpeak OP, LLC"
2138001C5ANXPCXQC295,ΑΦΟΙ ΜΟΥΣΑΜΑ ΑΞΕ ΑΝΩΝΥΜΗ ΞΕΝΟΔΟΧΕΙΑΚΗ ΕΤΑΙΡΙΑ,N/A,N/A
2138001C4XHEU2L74455,NEYLAND CAPITAL GROUP S.A.,N/A,N/A
2138001C49VDRENLT575,MANANN MARITIME DESIGNATED ACTIVITY COMPANY,N/A,N/A
2138001C5Y24WVID1R86,KALYPSO STIFTUNG,N/A,N/A
2138001C48Y8PWPL2O91,COMPLEAT LTD RETIREMENT BENEFIT SCHEME,N/A,N/A
2138001C5AORDM5KVH16,THE TRUSTEE FOR GORILLA GAS SUPERANNUATION FUND,N/A,N/A
2138001C4N232U8OC525,MRS P SCOTT VARIATION SETTLEMENT NO 2,N/A,N/A
2138001C5Z9HWR8UK491,O B TURNER WILL TRUST,N/A,N/A
2138001C4XCHEGS3ZG12,ΚΩΣΤΑΣ ΣΙΑΜΙΔΗΣ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ ΠΑΡΑΓΩΓΗΣ ΥΦΑΣΜΑΤΩΝ-ΕΝΔΥΜΑΤΩΝ-ΕΙΔΩΝ ΑΤΟΜΙΚΟΥ ΠΡΟΣΤΑΤΕΥΤΙΚΟΥ ΕΞΟΠΛΙΣΜΟΥ ΚΑΙ ΑΝΤΙΒΑΛΛΙΣΤΙΚΩΝ ΠΡΟΙΟΝΤΩΝ ΚΑΙ ΗΛΕΚΤΡΙΚΗΣ ΕΝΕΡΓΕΙΑΣ,N/A,N/A
2138001C6J95SGE4R723,ANGUS BURGOYNE CHILDREN'S SUB TRUST,N/A,N/A
2138001C6R9734SCSD60,ΒΙΓΚΟΡ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΓΕΝΙΚΟΥ ΕΜΠΟΡΙΟΥ,N/A,N/A
2138001C6869527Y5D86,MR AND MRS BENTON'S CHILDREN'S TRUST,N/A,N/A
2138001C4C9LQ4TDCK58,PRESTBURY 1 LIMITED PARTNERSHIP,549300PPXHEU2JF0AM85,LLOYDS BANKING GROUP PLC
2138001C6BMWOFN5G931,FLEX INFLATION,N/A,N/A
2138001C6YYSKN8BDW28,FAIRCHILD LTD DIRECTORS PENSION SCHEME,N/A,N/A
2138001C8F8L24NV7V65,CONCRETE CONTRACTORS (BRISTOL) LIMITED EXECUTIVE PENSION SCHEME,N/A,N/A
2138001C915VAP3JV357,JD PRATT WILL TRUST,N/A,N/A
2138001C83DBIPEVGG11,"ENERGY ENGINEERING I MORA LA NOVA, S.L",N/A,N/A
2138001C7TFQRKCRYN73,G A WILLIAMSON WILL TRUST,N/A,N/A
2138001C88UHPLWSEU34,GILBERT STEPHENS FINANCIAL SERVICES LTD,N/A,N/A
2138001C8JFBYM1WWE66,BLISS ENTERPRISE INVESTMENT INC,N/A,N/A
2138001C8AKY1KFQDF86,VT ALLIUM PORTFOLIO FUNDS - VT MULTI-ASSET DRP III,N/A,N/A
2138001C86554SB6CN82,MRS SUSAN JOAN IVES DISCRETIONARY TRUST,N/A,N/A
2138001C8G87M9PGTD80,RHONE PRODUCTS (UK) LIMITED,N/A,N/A
2138001C9C84H7HFHW49,CLOACA MAXIMA LIMITED,N/A,N/A
2138001C9LAKAOSESF84,كابيتال للصرافة,N/A,N/A
2138001CA6T5J3KLD667,THE R G SMITH 1962 COOK FAMILY SETTLEMENT DATED 5 DECEMBER 1962,N/A,N/A
2138001CA876XYBWUR81,THE LONSDALE TRUST WALLASEY,N/A,N/A
2138001C9WUJYD73LQ28,THE BARBARA CURTIS CHARITABLE TRUST,N/A,N/A
2138001C73O12VUXC214,HILL & SMITH INFRASTRUCTURE LIMITED,2138003A3ISGQZBOWI83,HILL & SMITH PLC
2138001CATAZ44TRER47,STEWBEN LIMITED,N/A,N/A
2138001CC7H5L9AYFW22,ROBECO GLOBAL CREDITS - SHORT MATURITY,N/A,N/A
2138001CCDX56DDD9Y85,MRD M HOLLAMBY DISCRETIONARY TRUST,N/A,N/A
2138001CBAQFX3NXJA91,BRADKEN UK LIMITED,N/A,N/A
2138001CB5I9SF5AFJ89,CHEQUERS WM LTD SSAS,N/A,N/A
2138001CAATLSXFBQG05,PORSBORG FÖRVALTNING AB,N/A,N/A
2138001CB9FH89UKGW21,THE PEDEN GRANDCHILDREN'S SETTLEMENT,N/A,N/A
2138001CANM5F5AB5446,F. JARRATT WILL TRUST,N/A,N/A
