LEI,Legal Name,Parent LEI,Parent Name,Legal Address,Legal City,Legal Postal Code,HQ Address,HQ City,HQ Postal Code,Registration ID,Registered As,Category,Legal Jurisdiction,Entity Status,Registration Date
213800TE94T7JAN8Z663,S & V ROBERTS FAMILY PENSION TRUST,N/A,N/A,"['ROWANMOOR HOUSE, 46-50 CASTLE STREET']",GB,SP1 3TS,"['ROWANMOOR HOUSE, 46-50 CASTLE STREET']",GB,SP1 3TS,RA999999,,GENERAL,GB,INACTIVE,2018-01-25T00:00:00Z
213800TE997F31XZWY65,THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH ST JOHN BAPTIST BERKSWELL,N/A,N/A,"['C/O BERKSWELL CHURCH', 'ST.JOHN BAPTIST CHURCH LANE, BERKSWELL']",GB,CV7 7BJ,"['C/O BERKSWELL CHURCH', 'ST.JOHN BAPTIST CHURCH LANE, BERKSWELL']",GB,CV7 7BJ,RA000589,1132450,GENERAL,GB,ACTIVE,2017-09-27T00:00:00Z
213800TE99WDAW2CJZ15,ROVER FINANCE HOLDINGS LIMITED,N/A,N/A,['135 BISHOPSGATE'],GB,EC2M 3UR,['135 BISHOPSGATE'],GB,EC2M 3UR,RA000585,02691456,GENERAL,GB,INACTIVE,2014-09-05T00:00:00Z
213800TE9TCCMAK5PL67,SHAVIS ENTERPRISES LTD.,N/A,N/A,"['C/O QUIJANO & ASSOCIATES (BVI) LIMITED', 'QUIJANO CHAMBERS, P.O. BOX 3159']",VG,VG1110,"['C/O QUIJANO & ASSOCIATES (BVI) LIMITED', 'QUIJANO CHAMBERS, P.O. BOX 3159']",VG,VG1110,RA000063,1901506,GENERAL,VG,ACTIVE,2019-10-14T00:00:00Z
213800TE91OGKBXP9Q53,D NICHOLSON WILL TRUST,N/A,N/A,"['WOODWATER HOUSE', 'PYNES HILL']",GB,EX2 5WR,"['WOODWATER HOUSE', 'PYNES HILL']",GB,EX2 5WR,RA999999,,GENERAL,GB,ACTIVE,2017-10-10T00:00:00Z
213800TEA1LE45UCJA91,MRS E M GUNN'S DISCRETIONARY TRUST,N/A,N/A,['12 KEWFERRY DRIVE'],GB,HA62PA,['12 KEWFERRY DRIVE'],GB,HA62PA,RA999999,,GENERAL,GB,ACTIVE,2017-12-20T00:00:00Z
213800TE7IT2A9HTWQ19,GEORGE WOOD DECEASED WILL TRUST,N/A,N/A,"[""KINGS' STONE HOUSE""]",GB,KT1 1HD,"[""KINGS' STONE HOUSE"", '12 HIGH STREET']",GB,KT1 1HD,RA999999,,GENERAL,GB,ACTIVE,2017-11-02T00:00:00Z
213800TE8K37BKPAIH40,LONDON BOROUGH OF HAMMERSMITH & FULHAM,N/A,N/A,"['TOWN HALL', 'KING STREET']",GB,W6 9JU,"['TOWN HALL', 'KING STREET']",GB,W6 9JU,RA999999,,RESIDENT_GOVERNMENT_ENTITY,GB,ACTIVE,2017-11-23T00:00:00Z
213800TEAVS6HZJYVH76,THE LORD AUSTIN TRUST,N/A,N/A,"['SGH MARTINEAU', '1 COLMORE SQUARE']",GB,B4 6AA,"['SGH MARTINEAU', '1 COLMORE SQUARE']",GB,B4 6AA,RA999999,,GENERAL,GB,ACTIVE,2017-10-12T00:00:00Z
213800TEAKXXSW41ZZ11,ΑΙΟΛΙΚΗ ΕΝΕΡΓΕΙΑΚΗ ΓΚΟΥΡΑ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,N/A,N/A,['MENEKRATOUS 11'],GR,11636,['MENEKRATOUS 11'],GR,11636,RA000685,008532101000,GENERAL,GR,ACTIVE,2022-04-21T00:00:00Z
213800TEB3RKO2NRXL15,KAISER CAPITAL UK LIMITED,N/A,N/A,"['C/O MOHI AHMED', '341A ROTHERHITHE STREET']",GB,SE16 5LJ,['341A ROTHERHITHE STREET'],GB,SE16 5LJ,RA000585,07247436,GENERAL,GB,ACTIVE,2014-12-22T00:00:00Z
213800TEBZYHISKLAB48,LIZARD SECURITIES LIMITED,N/A,N/A,['189 LYNCHFORD ROAD'],GB,GU14 6HD,['189 LYNCHFORD ROAD'],GB,GU14 6HD,RA000585,02242735,GENERAL,GB,ACTIVE,2021-03-02T00:00:00Z
213800TEBRGDZP6XN479,THE J A MATSON DISCRETIONARY WILL TRUST,N/A,N/A,"['C/O RATHBONES INVESTMENT MANAGEMENT LIMITED', 'PORT OF LIVERPOOL BUILDING']",GB,L3 1NW,"['C/O RATHBONES INVESTMENT MANAGEMENT LIMITED', 'PORT OF LIVERPOOL BUILDING']",GB,L3 1NW,RA999999,,GENERAL,GB,ACTIVE,2023-01-05T00:00:00Z
213800TEB2IG57UQ6F05,ΑΙΓΕΑΣ ΑΜΚΕ ΠΟΛΙΤΙΣΤΙΚΟΥ ΚΑΙ ΚΟΙΝΩΦΕΛΟΥΣ ΕΡΓΟΥ,N/A,N/A,['69 GRIGORIOU LAMPRAKI STREET'],GR,16675,['69 GRIGORIOU LAMPRAKI STREET'],GR,16675,RA000376,134834301000,GENERAL,GR,ACTIVE,2018-03-26T00:00:00Z
213800TEBK75XQSUTK66,WISDOMTREE STRATEGIC METALS UCITS ETF,N/A,N/A,"['C/O WISDOMTREE MANAGEMENT LIMITED', '3 DUBLIN LANDINGS', 'NORTH WALL QUAY']",IE,D01C4E0,"['C/O WISDOMTREE MANAGEMENT LIMITED', '3 DUBLIN LANDINGS', 'NORTH WALL QUAY']",IE,D01C4E0,RA999999,,FUND,IE,ACTIVE,2024-07-23T00:00:00Z
213800TEC9GRG3B9OQ95,THE BRYAN AND JILL CARTER SETTLEMENT FOR MISS JESSICA ANN DOYLE,N/A,N/A,"['C/O RATHBONE INVESTMENT MANAGEMENT LIMITED', 'PORT OF LIVERPOOL BUILDING, PIER HEAD']",GB,L3 1NW,"['C/O RATHBONE INVESTMENT MANAGEMENT LIMITED', 'PORT OF LIVERPOOL BUILDING, PIER HEAD']",GB,L3 1NW,RA999999,,GENERAL,GB,ACTIVE,2017-12-28T00:00:00Z
213800TEAEPWUQ4OPS46,PENTREATH INVESTMENTS LIMITED,N/A,N/A,"['C/O ATU GENERAL TRUST (BVI) LIMITED', ""3076 SIR FRANCIS DRAKE'S HIGHWAY"", 'P.O. Box 3463']",VG,VG1110,"['C/O HELIX FIDUCIARY AG', 'SCHANZENEGGSTRASSE 3']",CH,8002,RA000063,1772820,GENERAL,VG,ACTIVE,2017-10-06T00:00:00Z
213800TEAI7T6OUUSV13,S C BROWN DISCRETIONARY TRUST 7/0479 80,N/A,N/A,"['TRINITY QUAY', 'AVON STREET']",GB,BS2 0PT,"['TRINITY QUAY', 'AVON STREET']",GB,BS2 0PT,RA999999,,GENERAL,GB,ACTIVE,2017-10-25T00:00:00Z
213800TECKNHDK8EYJ86,SALT SSAS,N/A,N/A,"['C/O MONUMENT SSAS LIMITED', 'OFFICE 6, FORRESTER LODGE', 'INGLEWOOD']",GB,FK10 2HU,"['C/O MONUMENT SSAS LIMITED', 'OFFICE 6, FORRESTER LODGE', 'INGLEWOOD']",GB,FK10 2HU,RA888888,00842098RT,GENERAL,GB,ACTIVE,2019-05-31T00:00:00Z
213800TECJMBQLJ3TT64,SOVEREIGN TRUSTEE SERVICES AS THE TRUSTEE OF THE SUNBIRD TRUST,N/A,N/A,"['H13 HOME SCENE BUILDING', 'HEATHSCAPE']",MU,31804,"['H13 HOME SCENE BUILDING', 'HEATHSCAPE']",MU,31804,RA999999,,GENERAL,MU,ACTIVE,2023-09-22T00:00:00Z
213800TECY4K8CY2SZ89,BUFFALO PROPCO 1 LIMITED,N/A,N/A,"['1 ROYAL PLAZA', 'ROYAL AVENUE']",GG,GY1 2HL,"['1 ROYAL PLAZA', 'ROYAL AVENUE']",GG,GY1 2HL,RA000383,61156,GENERAL,GG,ACTIVE,2022-10-03T00:00:00Z
213800TECSDDMI5IHE36,THE K.J.(HOLDINGS) PENSION FUND,N/A,N/A,"['WALNUT TREE FARM', 'BELL LANE']",GB,IP28 6AJ,"['WALNUT TREE FARM', 'BELL LANE']",GB,IP28 6AJ,RA888888,00454307RP,GENERAL,GB,ACTIVE,2017-11-27T00:00:00Z
213800TECM54SYHRRB95,ΒΑΛΚΑΝΙΚΗ ΣΤΕΓΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ - ΕΚΜΕΤΑΛΛΕΥΣΗ ΑΚΙΝΗΤΩΝ,N/A,N/A,['IPSILANTOU 180'],GR,18535,['IPSILANTOU 180'],GR,18535,RA000685,004063101000,GENERAL,GR,ACTIVE,2024-10-04T00:00:00Z
213800TEDEVTXOFG2773,THE DAVID WHITE SETTLEMENT 2002,N/A,N/A,['HATHAWAY HOUSE'],GB,N3 1QF,['HATHAWAY HOUSE'],GB,N3 1QF,RA999999,,GENERAL,GB,ACTIVE,2017-10-06T00:00:00Z
213800TED3NZ477ACH43,TONY FAUD NO. 4 SETTLEMENT,N/A,N/A,"['45, HILLCREST ROAD']",GB,IG10 4QH,"['45, HILLCREST ROAD']",GB,IG10 4QH,RA999999,,GENERAL,GB,ACTIVE,2018-01-11T00:00:00Z
213800TED4PUC7OZDE40,BALNAVE & CUMMING LIMITED,N/A,N/A,"['23 COLINBAR CIRCLE', 'BARRHEAD']",GB,G78 2BE,"['23 COLINBAR CIRCLE', 'BARRHEAD']",GB,G78 2BE,RA000585,SC131529,GENERAL,GB,ACTIVE,2017-11-09T00:00:00Z
213800TEDHHK5P919I60,ORKESTRA MEDIA SRL,N/A,N/A,"['COMUNA COMANA, STRADA CUMANI 438, JUD GIURGIU']",RO,087055,"['COMUNA COMANA, STRADA CUMANI 438, JUD GIURGIU']",RO,087055,RA000497,J52/988/2020,GENERAL,RO,ACTIVE,2018-08-02T00:00:00Z
213800TEDK9I2G84VD64,"SYNOD OF GERMAN-SPEAKING LUTHERAN, REFORMED AND UNITED CONGREGATIONS IN GREAT BRITAIN",N/A,N/A,['27 TAVISTOCK SQUARE'],GB,WC1H 9HH,['27 TAVISTOCK SQUARE'],GB,WC1H 9HH,RA000589,266600,GENERAL,GB,ACTIVE,2017-09-26T00:00:00Z
213800TEDP25ONSOZJ26,ADAMS TRUST,N/A,N/A,"['17 ROSSALL ROAD', 'ANSDELL']",GB,FY8 4ES,"['17 ROSSALL ROAD', 'ANSDELL']",GB,FY8 4ES,RA999999,,GENERAL,GB,ACTIVE,2024-03-18T00:00:00Z
213800TED9E4MFE62L58,ANDREW ARNOLD WATERS AND DIANA WATERS GRANDCHILDREN'S SETTLEMENT 2005,N/A,N/A,"['21 BRACEBRIDGE ROAD', 'FOUR OAKS']",GB,B74 2SB,"['21 BRACEBRIDGE ROAD', 'FOUR OAKS']",GB,B74 2SB,RA999999,,GENERAL,GB,ACTIVE,2017-11-30T00:00:00Z
213800TEE1LIFPZORK10,PHILIP DENISON DISCRETIONARY,N/A,N/A,"['TRINITY QUAY', 'AVON STREET']",GB,BS2 0PT,"['TRINITY QUAY', 'AVON STREET']",GB,BS2 0PT,RA999999,,GENERAL,GB,ACTIVE,2017-10-26T00:00:00Z
213800TEDVI5IZC7X794,AGGMORE LIMITED,N/A,N/A,"['ACRE HOUSE', '11/15 WILLIAM ROAD']",GB,NW1 3ER,"['ACRE HOUSE', '11/15 WILLIAM ROAD']",GB,NW1 3ER,RA000585,05572895,GENERAL,GB,ACTIVE,2022-02-03T00:00:00Z
213800TEDVVNPD9Z2I42,RAYTEL GROUP DIRECTORS PENSION SCHEME,N/A,N/A,"['13 Royal Apartments, 1 Station Road']",GB,EH39 4AT,"['13 Royal Apartments, 1 Station Road']",GB,EH39 4AT,RA999999,,GENERAL,GB,ACTIVE,2018-05-18T00:00:00Z
213800TEEJYDS7WL9665,A/B HESSELHAVEN,N/A,N/A,"['C/O BENT ANDERSEN', 'HESSELHAVEN 19']",DK,4230,"['C/O BENT ANDERSEN', 'HESSELHAVEN 19']",DK,4230,RA000170,32488706,GENERAL,DK,ACTIVE,2014-04-01T00:00:00Z
213800TEDDNOPC6IDL97,TB EEA INVESTMENT FUNDS ICVC - TB EEA UK EQUITY ENHANCED INCOME FUND,N/A,N/A,"[""64 ST. JAMES'S STREET""]",GB,NG1 6FJ,"[""64 ST. JAMES'S STREET""]",GB,NG1 6FJ,RA000592,573884,GENERAL,GB,INACTIVE,2014-02-28T00:00:00Z
213800TEEKN8SJXTGJ06,THE LANGLEY PRIORY ESTATE DIRECTORS PENSION SCHEME,N/A,N/A,"['C/O DENTON & CO. TRUSTEES LIMITED', 'SUTTON HOUSE', 'WEYSIDE PARK, CATTESHALL LANE']",GB,GU7 1XE,"['C/O DENTON & CO. TRUSTEES LIMITED', 'SUTTON HOUSE', 'WEYSIDE PARK, CATTESHALL LANE']",GB,GU7 1XE,RA888888,00824134RN,GENERAL,GB,ACTIVE,2017-11-01T00:00:00Z
213800TECZ9F4GXXTQ45,FREGATE FUND,N/A,N/A,"['15, avenue J.F. Kennedy']",LU,1855,['rue de Contamines 16'],CH,1206,RA000432,B237869,FUND,LU,ACTIVE,2022-09-05T22:00:00Z
213800TEDGZIXOQU1303,CORE BOLIG VIII INVESTORAKTIESELSKAB NR. 14,213800VT4JPX33CMWT52,T&W HOLDING A/S,"['C/O CORE PROPERTY MANAGEMENT P/S', 'AXELTORV 2N, 4']",DK,1609,"['C/O CORE PROPERTY MANAGEMENT P/S', 'AXELTORV 2N, 4']",DK,1609,RA000170,38721836,GENERAL,DK,ACTIVE,2017-10-12T00:00:00Z
213800TEFTWRZVPORD85,CIG EMERALD HOLDING LLC,N/A,N/A,"['C/O CORPORATION SERVICE COMPANY', '251 LITTLE FALLS DRIVE']",US,19808,"['C/O CORPORATION SERVICE COMPANY', '251 LITTLE FALLS DRIVE']",US,19808,RA000602,6805101,GENERAL,US-DE,ACTIVE,2022-11-24T00:00:00Z
213800TEFF37ZXQBBR79,INSPARO AFRICA FIXED INCOME MASTER FUND,N/A,N/A,"['C/O OGIER FIDUCIARY SERVICES (CAYMAN) LIMITED', '89 NEXUS WAY']",KY,KY1-9007,"['C/O OGIER FIDUCIARY SERVICES (CAYMAN) LIMITED', '89 NEXUS WAY']",KY,KY1-9007,RA000087,666190,GENERAL,KY,INACTIVE,2014-06-02T00:00:00Z
213800TEGJ6ILC3ULW24,THE HOWIE NO. 2 SETTLEMENT,N/A,N/A,['47 ROUNDWOOD LANE'],GB,AL5 3BP,['47 ROUNDWOOD LANE'],GB,AL5 3BP,RA999999,,GENERAL,GB,ACTIVE,2024-07-30T00:00:00Z
213800TEGY38J57QKJ95,THE BLUEBELL TRUST,N/A,N/A,"['C/O ST PETERS TRUST COMPANY LIMITED', 'PO BOX 132, QUAY HOUSE, SOUTH ESPLANADE']",GG,GY1 4EJ,"['C/O ST PETERS TRUST COMPANY LIMITED', 'PO BOX 132, QUAY HOUSE, SOUTH ESPLANADE']",GG,GY1 4EJ,RA999999,,GENERAL,GG,ACTIVE,2019-08-14T00:00:00Z
213800TEFIR5B65THS05,STARSTONE INSURANCE HOLDINGS LIMITED,N/A,N/A,"['CLARENDON HOUSE', '2 CHURCH STREET']",BM,HM 11,"['WINDSOR PLACE', '3RD FLOOR, 22 QUEEN STREET']",BM,HM JX,RA000028,41077,GENERAL,BM,INACTIVE,2015-05-18T00:00:00Z
213800TEG794MVWNXD67,MR T PATERSON DECEASED,N/A,N/A,['5 DRUMMOND CLOSE'],GB,RH16 4DB,['5 DRUMMOND CLOSE'],GB,RH16 4DB,RA999999,,GENERAL,GB,ACTIVE,2017-12-26T00:00:00Z
213800TEFY7GI5YR5P86,"JOHNSON, L. INC.",N/A,N/A,"['1, PLACE VILLE-MARIE', 'BUREAU 4000']",CA,H3B4M4,"['1, PLACE VILLE-MARIE', 'BUREAU 4000']",CA,H3B4M4,RA000081,1142126169,GENERAL,CA,INACTIVE,2016-12-23T00:00:00Z
213800TEFYS913IYLV77,F J WALLIS 1994 DISCRETIONARY SETTLEMENT,N/A,N/A,"['BRIDGE HOUSE, 11 CREEK ROAD']",GB,KT8 9BE,"['BRIDGE HOUSE, 11 CREEK ROAD', 'HAMPTON COURT']",GB,KT8 9BE,RA999999,,GENERAL,GB,ACTIVE,2017-07-31T00:00:00Z
213800TEHELL94L29P48,DISTRICT FINANCIAL LIMITED,N/A,N/A,"['C/O WEWORK', '123 BUCKINGHAM PALACE ROAD']",GB,SW1W 9SH,"['C/O WEWORK', '123 BUCKINGHAM PALACE ROAD']",GB,SW1W 9SH,RA000585,11170057,GENERAL,GB,ACTIVE,2019-12-06T00:00:00Z
213800TEH32A3ZCBKW17,MRS PERRONELLE J HUDLESTON VOLUNTARY SETTLEMENT,N/A,N/A,"['TREE TOPS', 'HALLETTS SHUTE']",GB,PO41 0SB,"['TREE TOPS', 'HALLETTS SHUTE']",GB,PO41 0SB,RA999999,,GENERAL,GB,ACTIVE,2017-11-29T00:00:00Z
213800TEFZB97NE6JT20,THE ONE ACCOUNT LIMITED,RR3QWICWWIPCS8A4S074,NATWEST MARKETS PLC,['250 BISHOPSGATE'],GB,EC2M 4AA,['250 BISHOPSGATE'],GB,EC2M 4AA,RA000585,03414708,GENERAL,GB,ACTIVE,2014-06-02T00:00:00Z
213800TEHL2I8QU8ZT20,PHYLLIS OLIVE BALL DISCRETIONARY WILL TRUST,N/A,N/A,['28 IMPERIAL SQUARE'],GB,GL50 1RH,['28 IMPERIAL SQUARE'],GB,GL50 1RH,RA999999,,GENERAL,GB,ACTIVE,2017-10-09T00:00:00Z
213800TEHPBEWTNICD83,CAROL RECORD DISCOUNTED GIFT BARE TRUST,N/A,N/A,"['WESTERN HOUSE', 'WEST STREET']",GB,SL7 2BS,"['WESTERN HOUSE', 'WEST STREET']",GB,SL7 2BS,RA999999,,GENERAL,GB,ACTIVE,2020-01-24T00:00:00Z
213800TEHGSXI97Z3L54,AXIOM MEDIA HOLDINGS LTD,N/A,N/A,['57a Broadway'],GB,SS9 1PE,"['WYNSFIELD, 17 MILL LANE']",GB,SL9 8AZ,RA000585,13834142,GENERAL,GB,ACTIVE,2022-07-21T00:00:00Z
213800TEFPOU1PK1LC31,BIJAL SHAH PENSION SCHEME,N/A,N/A,['81 HOWBERRY ROAD'],GB,HA8 6TF,['81 HOWBERRY ROAD'],GB,HA8 6TF,RA888888,20005671RB,GENERAL,GB,ACTIVE,2024-10-14T00:00:00Z
213800TEHZ9W1P5VFD64,EXTRA MATTERS LIMITED,N/A,N/A,"['14 MARLE CROFT', 'WHITEFIELD']",GB,M45 7NB,"['14 MARLE CROFT', 'WHITEFIELD']",GB,M45 7NB,RA000585,11582735,GENERAL,GB,ACTIVE,2018-12-27T00:00:00Z
213800TEHR5T9PRZEO45,CLEARTHOUGHT INVESTMENTS LIMITED,N/A,N/A,"['53 KOSTA VARNALI STREET', 'LATSIA']",CY,2232,"['53 KOSTA VARNALI STREET', 'LATSIA']",CY,2232,RA000161,ΗΕ 395469,GENERAL,CY,ACTIVE,2021-01-19T00:00:00Z
213800TEJ1MDL8MWZX98,ACE FORWARD LIMITED,N/A,N/A,"['OFFSHORE CHAMBERS', 'PO BOX 217']",WS,,"['6F, NO.611, MINGSHUI ROAD', 'ZHONGSHAN DIST']",TW,104,RA000510,58625,GENERAL,WS,ACTIVE,2017-09-18T00:00:00Z
213800TEIIRB8AKRYY09,CETUFI LP,N/A,N/A,"['199 BAY STREET, SUITE 4000']",CA,M5L 1A9,"['199 BAY STREET, SUITE 4000']",CA,M5L 1A9,RA000079,270987993,GENERAL,CA-ON,ACTIVE,2021-02-16T00:00:00Z
